order_id,customer_id,order_date,payment_method,order_status,discount_amount,shipping_fee
O018067,C03986,2026-07-08,Net Banking,Completed,0.0,0.0
O000676,C00249,2025-12-07,UPI,Completed,0.0,0.0
O005135,C04629,2026-01-20,UPI,Completed,0.0,0.0
O000024,C03193,2026-02-06,UPI,Completed,0.0,0.0
O015881,C01287,2026-02-12,UPI,Completed,162.85,0.0
O025976,C00191,2025-11-10,Credit Card,Cancelled,0.0,0.0
O000077,C04523,2026-02-24,Credit Card,Completed,698.84,0.0
O011053,C04479,2026-04-27,UPI,Completed,123.51,0.0
O024554,C00358,2026-01-17,Credit Card,Completed,0.0,0.0
O000541,C03064,2025-01-21,UPI,Completed,0.0,0.0
O018512,C00792,2026-01-09,UPI,Completed,0.0,0.0
O003047,C04040,2026-06-05,Credit Card,Completed,686.57,0.0
O002037,C03671,2026-07-05,Debit Card,Completed,0.0,0.0
O003066,C02764,2025-05-17,Net Banking,Completed,373.03,0.0
O013665,C04053,2025-08-05,Debit Card,Completed,773.42,0.0
O017524,C04438,2025-05-11,Net Banking,Completed,0.0,0.0
O019139,C00589,2025-09-05,Debit Card,Completed,1188.64,0.0
O020868,C00061,2026-03-04,Debit Card,Completed,0.0,0.0
O006376,C04974,2026-07-12,UPI,Completed,0.0,0.0
O007872,C00175,2026-08-07,Debit Card,Completed,276.83,0.0
O006928,C00453,2026-04-08,UPI,Completed,0.0,49.0
O001042,C00101,2025-05-03,Credit Card,Completed,0.0,0.0
O024908,C02540,2025-06-18,UPI,Completed,1872.07,0.0
O006992,C03908,2025-12-21,Credit Card,Completed,0.0,0.0
O004251,C03104,2026-04-15,UPI,Completed,0.0,0.0
O007551,C03101,2026-02-15,UPI,Completed,0.0,0.0
O008423,C01551,2026-08-10,UPI,Completed,443.9,0.0
O001502,C04164,2026-07-25,Cash on Delivery,Completed,159.0,0.0
O003854,C00135,2026-07-20,Debit Card,Completed,514.32,0.0
O005814,C04528,2026-02-26,UPI,Completed,0.0,0.0
O026018,C04277,2026-06-16,Net Banking,Completed,0.0,0.0
O023592,C01313,2026-07-07,UPI,Completed,0.0,0.0
O007645,C01052,2025-08-13,UPI,Pending,0.0,0.0
O016448,C03636,2026-08-21,UPI,Completed,0.0,0.0
O010896,C01746,2025-01-12,Debit Card,Completed,413.31,0.0
O024781,C04187,2026-04-10,UPI,Completed,0.0,0.0
O026229,C04836,2026-06-23,UPI,Completed,0.0,0.0
O003599,C00839,2026-06-06,,Completed,0.0,0.0
O026380,C03992,2026-07-08,UPI,Completed,364.49,0.0
O001481,C00590,2025-03-13,UPI,Completed,848.07,0.0
O015501,C03381,2025-01-26,Debit Card,Cancelled,0.0,0.0
O024439,C02957,2025-08-29,UPI,Completed,116.03,0.0
O007411,C00784,2026-08-24,UPI,Completed,0.0,0.0
O015537,C04142,2026-01-03,UPI,Completed,303.71,0.0
O016079,C00407,2026-06-14,Credit Card,Completed,0.0,0.0
O006279,C00462,2025-12-30,Debit Card,Completed,625.8,0.0
O000082,C04523,2026-02-24,Credit Card,Completed,0.0,0.0
O022635,C03031,2026-07-14,Net Banking,Cancelled,0.0,0.0
O013454,C01507,2025-08-15,Credit Card,Completed,0.0,0.0
O021207,C00702,2025-11-13,Credit Card,Completed,362.15,0.0
O022287,C00952,2025-12-08,Debit Card,Completed,0.0,0.0
O013081,C01374,2025-12-10,Credit Card,Completed,733.82,0.0
O022533,C04136,2025-08-26,UPI,Completed,0.0,0.0
O024034,C02594,2025-10-13,Net Banking,Pending,0.0,0.0
O026439,C03644,2025-09-24,Credit Card,Completed,0.0,0.0
O025432,C03252,2025-10-28,UPI,Completed,0.0,0.0
O003823,C04621,2025-07-26,Debit Card,Completed,0.0,0.0
O023395,C01829,2025-08-19,UPI,Completed,0.0,0.0
O026172,C03437,2025-07-30,Cash on Delivery,Completed,399.72,0.0
O011245,C01929,2026-03-30,Credit Card,Completed,0.0,0.0
O019453,C00984,2026-04-07,UPI,Completed,565.62,0.0
O019367,C04503,2025-11-06,Net Banking,Completed,0.0,0.0
O017704,C04774,2025-10-11,UPI,Completed,0.0,0.0
O010248,C03078,2026-02-21,Credit Card,Completed,454.13,0.0
O005045,C02407,2026-03-24,UPI,Completed,0.0,0.0
O014347,C02113,2026-01-17,UPI,Completed,1370.25,0.0
O020493,C00935,2025-12-15,Debit Card,Completed,0.0,0.0
O003839,C04901,2025-08-15,UPI,Completed,0.0,0.0
O006352,C00651,2025-11-05,UPI,Completed,423.44,0.0
O003232,C04338,2026-08-05,UPI,Completed,0.0,0.0
O000589,C00882,2025-05-31,UPI,Completed,108.78,0.0
O014341,C02969,2026-08-25,Debit Card,Completed,0.0,0.0
O025617,C04819,2025-02-25,UPI,Completed,0.0,0.0
O016689,C03143,2026-03-29,UPI,Completed,240.64,0.0
O016124,C02391,2026-01-20,Cash on Delivery,Completed,0.0,0.0
O024640,C03285,2026-03-05,Debit Card,Completed,2122.6,0.0
O023766,C01647,2026-05-04,UPI,Cancelled,859.33,0.0
O003280,C01406,2025-04-10,Net Banking,Cancelled,572.18,0.0
O009067,C03607,2026-04-10,UPI,Cancelled,296.94,0.0
O015368,C02197,2026-03-09,UPI,Completed,0.0,0.0
O015612,C00650,2025-03-19,UPI,Completed,0.0,0.0
O004924,C01056,2025-03-01,Credit Card,Completed,460.52,0.0
O014883,C03656,2025-12-02,Cash on Delivery,Completed,182.53,0.0
O002348,C01345,2026-05-29,UPI,Completed,0.0,0.0
O017888,C03768,2025-01-16,Credit Card,Completed,1728.29,0.0
O014295,C01792,2026-01-29,Credit Card,Completed,204.94,0.0
O023971,C03267,2026-02-17,Debit Card,Completed,803.14,0.0
O020899,C02121,2026-03-31,Net Banking,Completed,0.0,0.0
O008861,C01700,2026-07-08,UPI,Completed,0.0,0.0
O003034,C03312,2025-09-20,UPI,Completed,0.0,0.0
O005290,C00880,2026-06-11,UPI,Completed,0.0,0.0
O011967,C03611,2026-04-11,UPI,Returned,1273.38,0.0
O009896,C02819,2026-05-21,UPI,Completed,0.0,0.0
O024997,C02783,2025-10-29,UPI,Completed,0.0,0.0
O012027,C03474,2025-01-06,Cash on Delivery,Completed,2997.08,0.0
O008563,C02032,2025-12-18,Debit Card,Completed,0.0,0.0
O016827,C01240,2025-11-30,UPI,Completed,0.0,0.0
O001619,C01860,2025-09-14,Debit Card,Completed,0.0,0.0
O007046,C02230,2026-01-23,UPI,Completed,0.0,0.0
O024279,C02049,2025-07-12,,Completed,0.0,0.0
O004275,C02987,2025-10-27,Debit Card,Completed,0.0,0.0
O013389,C04175,2025-06-28,Credit Card,Completed,1469.89,0.0
O010412,C03686,2026-07-05,Debit Card,Completed,0.0,0.0
O001951,C02025,2026-05-06,Credit Card,Completed,973.62,0.0
O010929,C03356,2026-05-20,Debit Card,Completed,0.0,0.0
O020972,C03316,2026-01-26,Cash on Delivery,Cancelled,0.0,0.0
O018862,C02258,2025-11-02,UPI,Completed,188.79,0.0
O001069,C00860,2026-04-26,Cash on Delivery,Completed,636.12,0.0
O016816,C00217,2026-04-17,Debit Card,Completed,0.0,0.0
O002275,C04632,2026-07-31,Net Banking,Returned,512.98,0.0
O011160,C00332,2025-06-04,Cash on Delivery,Completed,0.0,0.0
O012939,C04279,2025-12-05,UPI,Completed,906.73,0.0
O012446,C02317,2026-03-01,Debit Card,Completed,0.0,0.0
O001266,C01774,2025-06-24,Credit Card,Completed,333.14,0.0
O012387,C03478,2025-09-12,Net Banking,Completed,870.81,0.0
O002846,C00368,2026-01-25,UPI,Completed,147.72,0.0
O021018,C04825,2025-11-16,Cash on Delivery,Cancelled,0.0,0.0
O008775,C03221,2025-08-20,UPI,Completed,0.0,0.0
O021719,C00082,2025-01-15,Credit Card,Completed,0.0,0.0
O024943,C01063,2026-07-04,Credit Card,Completed,1100.13,0.0
O000348,C01742,2025-12-22,Credit Card,Completed,107.65,0.0
O018159,C03976,2025-10-18,UPI,Completed,0.0,0.0
O002261,C03608,2026-08-16,Credit Card,Completed,762.35,0.0
O006278,C00462,2025-12-19,Debit Card,Completed,0.0,0.0
O017078,C04449,2025-06-03,UPI,Completed,377.22,0.0
O018941,C03866,2026-06-29,Cash on Delivery,Completed,200.04,0.0
O009920,C03380,2026-06-20,Credit Card,Completed,0.0,0.0
O008745,C02143,2026-01-14,UPI,Completed,0.0,0.0
O023884,C02262,2026-04-20,UPI,Completed,0.0,0.0
O009030,C04227,2026-04-09,Credit Card,Completed,0.0,0.0
O015488,C00744,2025-01-30,Cash on Delivery,Cancelled,0.0,0.0
O011020,C01847,2025-08-12,Net Banking,Completed,0.0,0.0
O000256,C02381,2026-01-09,Credit Card,Completed,0.0,0.0
O025085,C03852,2026-02-24,UPI,Completed,0.0,0.0
O007284,C03207,2026-02-01,UPI,Returned,0.0,0.0
O012971,C01071,2026-04-27,UPI,Cancelled,928.08,0.0
O001422,C02092,2026-05-19,UPI,Completed,0.0,0.0
O021091,C03584,2026-06-01,UPI,Cancelled,0.0,0.0
O016492,C01093,2025-03-05,Cash on Delivery,Completed,1233.16,0.0
O013343,C04495,2026-07-26,Net Banking,Completed,1233.2,0.0
O006517,C03228,2025-07-21,Cash on Delivery,Completed,0.0,0.0
O000247,C02381,2026-01-07,Net Banking,Completed,1035.23,0.0
O015067,C01602,2025-12-19,Debit Card,Completed,0.0,0.0
O024501,C02780,2026-03-30,Cash on Delivery,Returned,182.66,0.0
O026238,C01219,2026-03-30,UPI,Returned,509.68,0.0
O014677,C02785,2026-01-26,Debit Card,Returned,0.0,0.0
O014194,C02991,2025-06-19,Debit Card,Completed,0.0,0.0
O014865,C03472,2026-04-11,Net Banking,Completed,0.0,0.0
O008776,C03221,2025-08-23,UPI,Completed,221.65,0.0
O004607,C01188,2025-09-24,Cash on Delivery,Completed,457.27,0.0
O022993,C02205,2026-03-22,,Completed,420.0,0.0
O016050,C04432,2026-03-04,UPI,Completed,687.28,0.0
O016117,C03455,2026-03-03,Debit Card,Completed,1032.03,0.0
O025723,C03855,2026-06-20,UPI,Completed,0.0,0.0
O000040,C04402,2026-01-22,UPI,Cancelled,594.91,0.0
O014180,C00425,2025-11-01,Credit Card,Completed,0.0,0.0
O009552,C03460,2025-04-14,UPI,Completed,0.0,0.0
O021836,C02539,2026-04-12,Net Banking,Completed,638.12,0.0
O017736,C00685,2025-09-18,UPI,Completed,0.0,0.0
O020840,C04308,2025-09-04,Cash on Delivery,Completed,0.0,0.0
O012635,C00632,2026-01-01,UPI,Completed,0.0,0.0
O020805,C01459,2026-06-17,UPI,Completed,0.0,49.0
O004571,C00284,2026-07-19,UPI,Completed,0.0,0.0
O017554,C04768,2025-12-30,UPI,Completed,0.0,0.0
O013564,C01431,2025-01-29,Net Banking,Completed,0.0,0.0
O023781,C00365,2025-01-03,Net Banking,Completed,0.0,0.0
O003898,C00512,2025-10-27,UPI,Completed,4286.08,0.0
O014989,C03821,2026-03-24,Cash on Delivery,Completed,0.0,0.0
O024389,C03137,2025-10-09,UPI,Completed,0.0,0.0
O002730,C00878,2025-09-18,Debit Card,Returned,258.09,0.0
O006851,C00333,2026-06-25,Debit Card,Returned,33.06,49.0
O000415,C00950,2026-08-16,UPI,Completed,123.52,0.0
O007888,C01506,2026-01-03,Debit Card,Completed,0.0,0.0
O018516,C00792,2026-02-19,UPI,Completed,401.0,0.0
O021391,C02090,2026-04-24,UPI,Cancelled,0.0,0.0
O024964,C02939,2026-04-13,UPI,Completed,0.0,0.0
O015617,C01547,2026-07-26,UPI,Completed,414.87,0.0
O005068,C02826,2026-06-01,Credit Card,Completed,0.0,0.0
O021823,C00165,2026-07-13,UPI,Completed,513.36,0.0
O013871,C03497,2026-07-28,Credit Card,Completed,0.0,0.0
O006334,C02154,2025-09-28,UPI,Completed,869.39,0.0
O022644,C01646,2026-03-13,Credit Card,Completed,220.49,0.0
O005933,C02888,2025-07-25,Cash on Delivery,Returned,652.29,0.0
O019664,C00850,2026-01-12,UPI,Completed,605.84,0.0
O008066,C04251,2025-01-06,UPI,Returned,0.0,0.0
O019652,C02110,2025-10-23,Cash on Delivery,Completed,2565.06,0.0
O027034,C03105,2026-04-17,UPI,Cancelled,364.32,0.0
O026388,C01697,2026-01-20,Cash on Delivery,Completed,0.0,0.0
O000037,C02895,2026-05-02,Cash on Delivery,Returned,0.0,0.0
O004188,C02234,2026-02-17,UPI,Completed,1377.23,0.0
O011826,C04060,2025-12-15,Credit Card,Completed,0.0,0.0
O011722,C02901,2025-01-28,Debit Card,Completed,0.0,0.0
O007253,C01069,2026-07-10,Debit Card,Completed,0.0,0.0
O006399,C01222,2025-05-30,UPI,Completed,271.22,0.0
O022185,C02550,2025-11-17,UPI,Completed,0.0,0.0
O015933,C04677,2026-01-15,Credit Card,Completed,0.0,0.0
O015859,C03561,2026-01-01,UPI,Completed,23.2,49.0
O020959,C03579,2026-02-24,Debit Card,Completed,564.6,0.0
O019004,C03483,2026-02-19,Debit Card,Completed,0.0,0.0
O018675,C03700,2025-08-01,Net Banking,Completed,0.0,0.0
O022768,C04984,2026-02-18,UPI,Completed,473.79,0.0
O024535,C01146,2025-06-18,Net Banking,Completed,0.0,0.0
O018394,C01560,2026-05-20,Debit Card,Returned,0.0,0.0
O012013,C01153,2026-02-26,UPI,Completed,0.0,0.0
O022049,C02210,2026-05-12,Credit Card,Completed,0.0,0.0
O001747,C00133,2025-11-24,Debit Card,Completed,302.27,0.0
O027459,C01686,2025-02-17,UPI,Cancelled,0.0,0.0
O011081,C00605,2026-07-01,UPI,Completed,0.0,0.0
O018739,C02507,2026-07-06,UPI,Completed,0.0,0.0
O019362,C02272,2025-07-19,Net Banking,Completed,0.0,0.0
O024914,C00954,2026-06-23,UPI,Completed,0.0,0.0
O003956,C00123,2026-07-18,Credit Card,Completed,2287.24,0.0
O026798,C04745,2026-03-31,Debit Card,Completed,0.0,49.0
O003429,C00416,2026-04-15,Net Banking,Completed,132.93,0.0
O004682,C04572,2026-05-07,Cash on Delivery,Cancelled,0.0,0.0
O019663,C00850,2026-01-09,UPI,Completed,0.0,0.0
O008403,C04450,2026-01-24,UPI,Completed,0.0,0.0
O014239,C04409,2026-04-07,UPI,Completed,219.32,0.0
O004748,C03978,2025-06-09,Debit Card,Cancelled,0.0,0.0
O015930,C04677,2025-10-07,Debit Card,Returned,308.47,0.0
O006303,C01159,2026-01-17,UPI,Completed,0.0,0.0
O005493,C01331,2026-05-03,UPI,Completed,0.0,0.0
O012808,C04446,2025-07-16,UPI,Completed,0.0,0.0
O016296,C02876,2026-03-19,Debit Card,Completed,729.07,0.0
O011200,C02808,2026-05-02,Credit Card,Completed,344.56,0.0
O023274,C01995,2026-04-17,Debit Card,Completed,0.0,0.0
O010108,C00387,2026-05-08,UPI,Completed,0.0,0.0
O026504,C01987,2026-02-22,UPI,Cancelled,499.94,0.0
O025132,C02809,2026-01-08,Credit Card,Completed,704.43,0.0
O005829,C03498,2025-12-27,Credit Card,Completed,2315.61,0.0
O010639,C01813,2026-03-17,UPI,Completed,0.0,0.0
O023102,C01319,2025-12-20,Net Banking,Completed,0.0,0.0
O007352,C04406,2025-10-27,UPI,Completed,565.77,0.0
O006930,C00453,2026-04-10,UPI,Completed,256.94,0.0
O020000,C00705,2026-07-13,Cash on Delivery,Completed,75.36,0.0
O007237,C00616,2026-06-25,UPI,Completed,606.14,0.0
O020632,C03609,2025-12-16,Credit Card,Returned,855.03,0.0
O020217,C03488,2026-05-30,UPI,Cancelled,0.0,0.0
O008992,C04990,2025-02-16,UPI,Returned,0.0,0.0
O020008,C00432,2026-01-24,Credit Card,Completed,0.0,0.0
O004862,C04576,2025-05-09,UPI,Completed,830.25,0.0
O010845,C01645,2026-05-14,UPI,Cancelled,0.0,0.0
O006909,C02485,2025-09-01,UPI,Completed,0.0,0.0
O016505,C01093,2026-01-06,Credit Card,Completed,2165.28,0.0
O012871,C04370,2026-05-08,Cash on Delivery,Pending,0.0,0.0
O012437,C02562,2025-11-10,Credit Card,Completed,0.0,0.0
O013492,C03902,2025-12-28,UPI,Completed,0.0,0.0
O008582,C01351,2026-06-12,Net Banking,Completed,0.0,0.0
O026620,C01708,2026-05-18,Credit Card,Completed,453.62,0.0
O026899,C01060,2026-05-21,UPI,Completed,340.91,0.0
O008251,C02570,2026-01-21,Net Banking,Completed,480.27,0.0
O001258,C00927,2026-01-03,Credit Card,Completed,0.0,0.0
O006681,C02597,2026-04-26,Credit Card,Cancelled,0.0,0.0
O008931,C01611,2025-05-08,Debit Card,Completed,480.77,0.0
O017474,C04954,2026-01-16,UPI,Completed,1233.62,0.0
O016321,C03859,2026-02-20,Credit Card,Pending,189.64,0.0
O000271,C00169,2026-06-23,Net Banking,Completed,430.58,0.0
O002823,C00211,2026-01-28,Debit Card,Completed,669.96,0.0
O001974,C03536,2026-04-24,Net Banking,Completed,0.0,0.0
O027112,C02063,2026-03-10,UPI,Completed,0.0,0.0
O013629,C02789,2025-08-17,Credit Card,Completed,37.95,49.0
O014634,C01080,2025-05-07,Credit Card,Completed,446.68,0.0
O016277,C03910,2025-09-13,Credit Card,Returned,808.85,0.0
O023309,C01620,2026-07-05,UPI,Completed,0.0,0.0
O002771,C02120,2025-11-03,Credit Card,Completed,0.0,0.0
O020748,C03959,2025-11-30,Credit Card,Completed,310.42,0.0
O002330,C03652,2026-01-21,Credit Card,Returned,0.0,0.0
O005936,C02888,2025-08-03,Net Banking,Completed,0.0,0.0
O009468,C00369,2026-05-15,Credit Card,Completed,0.0,0.0
O015440,C01094,2025-04-10,UPI,Completed,0.0,0.0
O007992,C00577,2025-10-27,Credit Card,Completed,389.77,0.0
O001895,C04648,2026-06-19,Net Banking,Completed,1343.17,0.0
O018552,C03404,2025-09-14,UPI,Completed,0.0,0.0
O026879,C02694,2026-07-13,Credit Card,Completed,191.85,0.0
O013859,C02208,2025-11-06,Credit Card,Cancelled,600.31,0.0
O014416,C01207,2026-06-21,UPI,Completed,1055.87,0.0
O006045,C02352,2026-05-08,Net Banking,Completed,0.0,0.0
O015053,C02497,2026-08-13,Credit Card,Completed,788.88,0.0
O019659,C00850,2025-09-18,UPI,Completed,0.0,0.0
O025742,C03737,2025-03-17,Cash on Delivery,Completed,0.0,0.0
O005393,C01624,2026-02-18,Cash on Delivery,Completed,63.73,0.0
O018339,C01260,2025-04-01,Cash on Delivery,Completed,0.0,0.0
O016831,C01240,2026-03-25,Net Banking,Completed,0.0,0.0
O019566,C01381,2025-03-23,Credit Card,Cancelled,0.0,0.0
O016666,C03103,2026-04-10,Net Banking,Completed,0.0,0.0
O019765,C04746,2025-05-18,UPI,Completed,134.22,0.0
O010173,C01401,2025-11-03,UPI,Completed,210.29,0.0
O019832,C01595,2025-10-28,UPI,Completed,0.0,0.0
O009610,C03521,2026-06-22,Debit Card,Completed,0.0,0.0
O009309,C01943,2025-06-16,Debit Card,Completed,1652.33,0.0
O016619,C02359,2026-04-17,Net Banking,Completed,0.0,0.0
O026640,C04738,2025-12-12,Credit Card,Completed,1258.97,0.0
O021510,C00521,2026-06-12,Debit Card,Completed,390.32,0.0
O010731,C01160,2026-07-11,Cash on Delivery,Completed,0.0,0.0
O000563,C02182,2025-12-22,Net Banking,Completed,0.0,0.0
O010209,C00450,2025-08-20,UPI,Completed,0.0,0.0
O001032,C03530,2025-10-19,Credit Card,Completed,1074.03,0.0
O020358,C00039,2026-03-13,Debit Card,Completed,407.82,0.0
O025401,C01632,2026-03-11,Debit Card,Completed,1940.19,0.0
O007059,C00507,2026-01-29,Debit Card,Completed,656.13,0.0
O010600,C01065,2025-12-07,UPI,Completed,451.83,0.0
O004378,C01033,2026-08-04,Net Banking,Completed,344.29,0.0
O017251,C04920,2026-01-05,UPI,Completed,505.98,0.0
O022238,C03216,2026-05-05,UPI,Completed,320.76,0.0
O021150,C00693,2026-04-26,Net Banking,Completed,655.6,0.0
O006977,C03236,2026-01-01,UPI,Cancelled,55.53,0.0
O023798,C03288,2026-04-15,Debit Card,Completed,1146.78,0.0
O017908,C01714,2026-04-24,Cash on Delivery,Completed,343.45,0.0
O017497,C00608,2025-06-20,UPI,Completed,308.45,0.0
O011103,C00659,2025-10-23,Net Banking,Completed,333.8,0.0
O025741,C03737,2025-03-09,UPI,Completed,0.0,0.0
O001250,C00927,2026-01-01,Cash on Delivery,Cancelled,937.6,0.0
O021810,C00910,2026-08-29,UPI,Completed,0.0,0.0
O023106,C01864,2026-06-13,UPI,Returned,425.12,0.0
O011323,C02945,2026-07-06,Net Banking,Completed,0.0,0.0
O013072,C02828,2025-11-12,Debit Card,Completed,1336.01,0.0
O025753,C00854,2026-06-17,UPI,Completed,477.31,0.0
O026254,C01528,2026-03-22,UPI,Completed,700.07,0.0
O013346,C02257,2025-09-15,Credit Card,Completed,0.0,0.0
O010058,C01237,2026-06-11,UPI,Completed,0.0,0.0
O022553,C00386,2025-10-15,UPI,Completed,0.0,0.0
O026281,C03792,2025-04-26,Cash on Delivery,Pending,333.73,0.0
O011059,C03894,2025-12-14,,Completed,728.99,0.0
O020438,C02668,2025-09-22,Net Banking,Completed,0.0,0.0
O017864,C02431,2025-10-04,UPI,Completed,328.82,0.0
O013752,C04734,2026-03-02,Net Banking,Completed,0.0,0.0
O024050,C03580,2025-01-05,Cash on Delivery,Completed,0.0,0.0
O007045,C02230,2026-01-23,Net Banking,Completed,343.97,0.0
O018548,C03404,2025-06-01,Net Banking,Completed,0.0,0.0
O022636,C03031,2026-07-29,Cash on Delivery,Returned,0.0,0.0
O009878,C04059,2025-09-22,UPI,Completed,0.0,0.0
O022325,C03213,2025-10-13,Credit Card,Completed,547.85,0.0
O024086,C03178,2026-07-09,UPI,Completed,0.0,0.0
O019326,C01890,2026-04-02,Credit Card,Completed,0.0,0.0
O013312,C01125,2025-11-09,Cash on Delivery,Completed,1518.25,0.0
O021045,C00758,2025-12-31,UPI,Completed,0.0,0.0
O004542,C02068,2025-05-31,Debit Card,Pending,0.0,0.0
O024834,C01681,2025-09-11,Cash on Delivery,Completed,0.0,49.0
O024262,C00250,2026-07-01,UPI,Completed,0.0,0.0
O013666,C04053,2025-08-06,UPI,Completed,0.0,0.0
O007961,C03083,2026-08-05,Net Banking,Completed,930.41,0.0
O014441,C01550,2026-03-06,UPI,Returned,314.11,0.0
O019432,C00975,2026-07-21,UPI,Completed,0.0,0.0
O014987,C03821,2026-03-24,Credit Card,Cancelled,0.0,0.0
O007442,C00541,2025-06-03,Credit Card,Completed,0.0,0.0
O006256,C01484,2026-06-27,Debit Card,Returned,1109.65,0.0
O012697,C02405,2026-02-27,UPI,Completed,0.0,0.0
O026074,C02206,2026-01-12,Net Banking,Completed,0.0,0.0
O008595,C01394,2025-12-08,UPI,Completed,658.2,0.0
O015356,C04958,2026-07-19,Debit Card,Completed,260.29,0.0
O025187,C04186,2025-03-01,UPI,Completed,560.04,0.0
O017315,C02885,2026-07-23,UPI,Completed,0.0,0.0
O000066,C00531,2025-08-03,UPI,Completed,307.66,0.0
O020287,C01450,2025-07-14,Net Banking,Completed,0.0,0.0
O026784,C04780,2025-05-27,UPI,Completed,0.0,0.0
O024769,C04187,2026-04-10,UPI,Completed,0.0,0.0
O006186,C02192,2026-06-01,,Completed,0.0,49.0
O017168,C01448,2025-10-10,Cash on Delivery,Completed,0.0,0.0
O021379,C01380,2025-08-29,Cash on Delivery,Completed,767.45,0.0
O013557,C01431,2025-01-11,Debit Card,Completed,560.18,0.0
O022501,C00876,2026-03-03,UPI,Completed,0.0,0.0
O020929,C02249,2026-07-31,UPI,Completed,44.14,49.0
O018407,C03842,2025-08-24,UPI,Completed,658.34,0.0
O005114,C02374,2026-01-25,Cash on Delivery,Completed,0.0,0.0
O013427,C04907,2026-07-15,UPI,Returned,409.97,0.0
O022422,C01880,2025-04-05,UPI,Completed,462.25,0.0
O016869,C04598,2026-07-23,UPI,Completed,0.0,0.0
O007513,C02216,2025-02-11,Cash on Delivery,Completed,272.69,0.0
O019045,C03780,2026-05-13,UPI,Completed,757.42,0.0
O023731,C04530,2026-01-19,Credit Card,Completed,0.0,0.0
O020430,C02236,2025-09-20,Cash on Delivery,Cancelled,522.71,0.0
O008001,C01181,2025-11-22,UPI,Completed,0.0,0.0
O016060,C04609,2026-08-03,,Completed,0.0,0.0
O000074,C04523,2026-02-23,UPI,Completed,0.0,0.0
O001844,C04292,2026-06-06,UPI,Completed,645.55,0.0
O000771,C02990,2026-07-10,Debit Card,Completed,0.0,0.0
O011229,C03805,2026-08-07,Credit Card,Completed,0.0,0.0
O014680,C03454,2026-06-16,Credit Card,Completed,0.0,0.0
O025710,C02492,2025-05-24,UPI,Completed,0.0,0.0
O009437,C04789,2026-05-14,Debit Card,Completed,0.0,0.0
O020150,C00245,2025-03-12,UPI,Completed,0.0,0.0
O016244,C00962,2026-02-04,UPI,Completed,506.23,0.0
O022197,C03247,2026-08-31,UPI,Completed,1724.19,0.0
O025954,C03395,2025-09-01,,Cancelled,0.0,0.0
O013407,C03131,2026-02-23,Credit Card,Completed,0.0,0.0
O016913,C04991,2026-03-13,Debit Card,Completed,0.0,0.0
O005939,C02888,2025-08-05,Net Banking,Completed,0.0,0.0
O009680,C03939,2025-06-19,Credit Card,Completed,0.0,0.0
O026907,C01060,2026-07-16,,Completed,225.21,0.0
O027439,C01185,2026-07-25,Cash on Delivery,Completed,237.52,0.0
O004028,C01478,2026-05-28,Credit Card,Completed,221.09,0.0
O024114,C04345,2026-06-28,UPI,Completed,1154.01,0.0
O016057,C04432,2026-04-11,Credit Card,Completed,563.82,0.0
O014378,C02294,2026-07-11,Credit Card,Completed,97.52,0.0
O008975,C02300,2026-07-26,Credit Card,Completed,422.85,0.0
O005898,C03895,2026-05-07,Credit Card,Returned,1374.77,0.0
O003964,C02219,2025-09-30,Net Banking,Completed,130.85,0.0
O003938,C02759,2026-07-23,Credit Card,Completed,193.61,0.0
O004415,C04459,2026-08-27,UPI,Pending,825.52,0.0
O025014,C00396,2025-11-06,UPI,Completed,1520.94,0.0
O003147,C00634,2026-03-24,UPI,Completed,0.0,0.0
O019961,C00399,2026-03-21,Credit Card,Completed,0.0,0.0
O023749,C03346,2025-11-27,UPI,Completed,472.81,0.0
O007508,C04952,2025-05-08,UPI,Completed,0.0,0.0
O016529,C01311,2026-07-02,Cash on Delivery,Cancelled,0.0,0.0
O010768,C00653,2025-03-18,UPI,Completed,0.0,0.0
O006193,C03937,2026-07-25,Debit Card,Completed,0.0,0.0
O009991,C01131,2026-08-01,Net Banking,Returned,554.39,0.0
O003515,C03419,2026-02-01,Debit Card,Completed,291.83,0.0
O007273,C04252,2025-03-01,UPI,Completed,0.0,0.0
O020098,C02974,2025-12-16,UPI,Completed,730.91,0.0
O001204,C02623,2026-07-05,Debit Card,Completed,309.59,0.0
O019710,C04630,2025-07-24,UPI,Cancelled,183.71,0.0
O009692,C03939,2026-08-18,UPI,Completed,0.0,0.0
O018544,C03234,2026-07-15,UPI,Completed,495.1,0.0
O009412,C03008,2025-01-07,Credit Card,Completed,779.95,0.0
O005256,C02556,2026-04-22,UPI,Completed,0.0,0.0
O005958,C01967,2025-03-08,Debit Card,Completed,0.0,0.0
O025917,C04962,2026-07-23,,Completed,0.0,0.0
O012109,C01234,2026-03-05,Debit Card,Cancelled,0.0,0.0
O015679,C04640,2026-04-20,UPI,Cancelled,0.0,0.0
O018695,C00516,2025-07-22,Credit Card,Cancelled,0.0,0.0
O021036,C03384,2026-03-11,Net Banking,Completed,0.0,49.0
O001056,C02823,2026-05-29,Cash on Delivery,Completed,2156.21,0.0
O013881,C03759,2025-10-13,Credit Card,Pending,1527.15,0.0
O017672,C00549,2025-08-04,UPI,Pending,803.1,0.0
O001526,C02652,2025-05-26,UPI,Completed,407.15,0.0
O023428,C02763,2025-05-23,Debit Card,Cancelled,25.86,49.0
