customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C02516,13,15,102410.0,5,5,5,15,Champions
C02517,2,3,19873.0,5,3,3,11,Loyal Customers
C02518,597,3,14411.0,1,3,3,7,At Risk
C02519,49,1,1109.0,4,1,1,6,Potential Loyalists
C02520,6,2,12314.0,5,2,2,9,Potential Loyalists
C02521,330,6,17813.0,1,4,3,8,At Risk
C02522,159,7,41697.0,2,4,4,10,At Risk
C02523,268,6,44041.0,1,4,5,10,At Risk
C02524,552,4,36100.0,1,3,4,8,At Risk
C02525,57,1,2449.0,3,1,1,5,Lost
C02526,31,6,54099.0,4,4,5,13,Champions
C02527,13,6,15359.0,5,4,3,12,Loyal Customers
C02528,1,2,9965.0,5,2,2,9,Potential Loyalists
C02529,158,5,20071.0,2,4,3,9,At Risk
C02530,566,1,4877.0,1,1,1,3,Lost
C02531,78,4,20133.0,3,3,3,9,Loyal Customers
C02532,7,7,22699.0,5,4,3,12,Loyal Customers
C02533,13,5,64757.0,5,4,5,14,Champions
C02534,58,1,14672.0,3,1,3,7,Lost
C02535,56,4,10702.0,3,3,2,8,Loyal Customers
C02536,50,2,4438.0,4,2,1,7,Potential Loyalists
C02537,290,1,11844.0,1,1,2,4,Lost
C02538,341,2,6274.0,1,2,1,4,Lost
C02539,12,16,54574.0,5,5,5,15,Champions
C02540,423,4,39197.0,1,3,4,8,At Risk
C02542,33,4,11356.0,4,3,2,9,Loyal Customers
C02543,10,10,68905.0,5,5,5,15,Champions
C02544,281,3,13302.0,1,3,3,7,At Risk
C02545,28,6,19801.0,4,4,3,11,Loyal Customers
C02546,27,4,18972.0,5,3,3,11,Loyal Customers
C02547,154,7,42346.0,2,4,5,11,At Risk
C02548,32,7,92676.0,4,4,5,13,Champions
C02549,103,2,5468.0,3,2,1,6,Lost
C02550,51,16,60855.0,4,5,5,14,Champions
C02551,300,3,12054.0,1,3,2,6,At Risk
C02552,228,9,58729.0,1,5,5,11,At Risk
C02553,291,6,17919.0,1,4,3,8,At Risk
C02554,208,4,30151.0,2,3,4,9,At Risk
C02555,55,2,19987.0,3,2,3,8,Lost
C02556,28,5,85107.0,4,4,5,13,Champions
C02557,2,5,16341.0,5,4,3,12,Loyal Customers
C02558,19,1,1699.0,5,1,1,7,Potential Loyalists
C02559,9,2,23599.0,5,2,4,11,Potential Loyalists
C02560,6,5,35184.0,5,4,4,13,Champions
C02561,100,1,5638.0,3,1,1,5,Lost
C02562,294,1,4026.0,1,1,1,3,Lost
C02563,17,5,31552.0,5,4,4,13,Champions
C02564,214,5,33713.0,1,4,4,9,At Risk
C02565,60,2,12925.0,3,2,2,7,Lost
C02566,283,5,25657.0,1,4,4,9,At Risk
C02567,353,1,549.0,1,1,1,3,Lost
C02568,39,7,22269.0,4,4,3,11,Loyal Customers
C02569,270,3,33946.0,1,3,4,8,At Risk
C02570,11,7,39856.0,5,4,4,13,Champions
C02571,42,2,4388.0,4,2,1,7,Potential Loyalists
C02572,203,8,70908.0,2,5,5,12,At Risk
C02573,128,2,6206.0,2,2,1,5,Lost
C02574,109,9,23366.0,3,5,4,12,Loyal Customers
C02575,138,13,35918.0,2,5,4,11,At Risk
C02576,55,3,9686.0,3,3,2,8,Loyal Customers
C02577,186,1,6337.0,2,1,1,4,Lost
C02578,27,3,21699.0,5,3,3,11,Loyal Customers
C02579,295,4,12444.0,1,3,2,6,At Risk
C02580,42,2,2638.0,4,2,1,7,Potential Loyalists
C02581,13,4,38863.0,5,3,4,12,Loyal Customers
C02582,30,1,11635.0,4,1,2,7,Potential Loyalists
C02583,35,6,26347.0,4,4,4,12,Champions
C02584,87,2,10357.0,3,2,2,7,Lost
C02585,130,1,5288.0,2,1,1,4,Lost
C02586,145,1,5518.0,2,1,1,4,Lost
C02587,384,2,4238.0,1,2,1,4,Lost
C02588,176,4,20643.0,2,3,3,8,At Risk
C02589,354,3,16343.0,1,3,3,7,At Risk
C02590,42,1,5956.0,4,1,1,6,Potential Loyalists
C02592,134,2,7952.0,2,2,2,6,Lost
C02593,8,17,269996.0,5,5,5,15,Champions
C02594,29,8,14009.0,4,5,3,12,Loyal Customers
C02595,46,1,2479.0,4,1,1,6,Potential Loyalists
C02596,112,2,24940.0,3,2,4,9,Lost
C02597,137,1,4358.0,2,1,1,4,Lost
C02598,17,3,18512.0,5,3,3,11,Loyal Customers
C02599,59,3,34093.0,3,3,4,10,Loyal Customers
C02600,33,1,12093.0,4,1,2,7,Potential Loyalists
C02601,35,4,21012.0,4,3,3,10,Loyal Customers
C02603,93,7,33346.0,3,4,4,11,Loyal Customers
C02604,242,16,64910.0,1,5,5,11,At Risk
C02605,431,1,7217.0,1,1,2,4,Lost
C02606,227,3,6107.0,1,3,1,5,At Risk
C02607,131,3,17783.0,2,3,3,8,At Risk
C02608,28,2,12351.0,4,2,2,8,Potential Loyalists
C02609,80,2,6427.0,3,2,1,6,Lost
C02610,115,1,6974.0,3,1,2,6,Lost
C02611,270,5,23831.0,1,4,4,9,At Risk
C02612,99,5,26208.0,3,4,4,11,Loyal Customers
C02613,165,1,7137.0,2,1,2,5,Lost
C02614,67,2,18650.0,3,2,3,8,Lost
C02615,342,9,60003.0,1,5,5,11,At Risk
C02616,210,1,2358.0,2,1,1,4,Lost
C02617,190,1,9757.0,2,1,2,5,Lost
C02618,6,5,47803.0,5,4,5,14,Champions
C02619,11,10,61697.0,5,5,5,15,Champions
C02620,108,2,6877.0,3,2,2,7,Lost
C02621,78,2,18654.0,3,2,3,8,Lost
C02622,143,3,14304.0,2,3,3,8,At Risk
C02623,57,2,17715.0,3,2,3,8,Lost
C02624,22,2,19641.0,5,2,3,10,Potential Loyalists
C02625,19,8,25454.0,5,5,4,14,Champions
C02626,80,1,3198.0,3,1,1,5,Lost
C02627,53,5,63398.0,4,4,5,13,Champions
C02628,274,1,1649.0,1,1,1,3,Lost
C02629,54,3,11095.0,4,3,2,9,Loyal Customers
C02630,36,9,22513.0,4,5,3,12,Loyal Customers
C02631,75,5,24886.0,3,4,4,11,Loyal Customers
C02632,446,8,21398.0,1,5,3,9,At Risk
C02633,94,11,148428.0,3,5,5,13,Loyal Customers
C02634,47,1,3329.0,4,1,1,6,Potential Loyalists
C02635,181,8,85186.0,2,5,5,12,At Risk
C02636,103,1,2028.0,3,1,1,5,Lost
C02637,60,1,12015.0,3,1,2,6,Lost
C02638,4,1,3309.0,5,1,1,7,Potential Loyalists
C02639,75,4,6865.0,3,3,2,8,Loyal Customers
C02640,172,1,6456.0,2,1,1,4,Lost
C02641,155,2,4367.0,2,2,1,5,Lost
C02642,461,5,39494.0,1,4,4,9,At Risk
C02643,391,1,1249.0,1,1,1,3,Lost
C02644,48,3,28809.0,4,3,4,11,Loyal Customers
C02645,41,5,105005.0,4,4,5,13,Champions
C02646,73,2,9866.0,3,2,2,7,Lost
C02647,32,1,4634.0,4,1,1,6,Potential Loyalists
C02648,386,3,6394.0,1,3,1,5,At Risk
C02649,19,9,37090.0,5,5,4,14,Champions
C02650,13,1,4868.0,5,1,1,7,Potential Loyalists
C02651,226,6,19988.0,1,4,3,8,At Risk
C02652,13,4,7584.0,5,3,2,10,Loyal Customers
C02653,35,2,2658.0,4,2,1,7,Potential Loyalists
C02654,192,2,19377.0,2,2,3,7,Lost
C02655,64,2,6417.0,3,2,1,6,Lost
C02656,22,12,166417.0,5,5,5,15,Champions
C02657,69,7,23037.0,3,4,4,11,Loyal Customers
C02659,5,4,19897.0,5,3,3,11,Loyal Customers
C02660,150,7,44080.0,2,4,5,11,At Risk
C02661,188,3,10083.0,2,3,2,7,At Risk
C02662,62,4,8695.0,3,3,2,8,Loyal Customers
C02663,115,1,3948.0,3,1,1,5,Lost
C02664,0,4,16632.0,5,3,3,11,Loyal Customers
C02665,49,10,97606.0,4,5,5,14,Champions
C02666,109,1,27680.0,3,1,4,8,Lost
C02667,22,4,7044.0,5,3,2,10,Loyal Customers
C02668,343,1,2208.0,1,1,1,3,Lost
C02669,191,1,329.0,2,1,1,4,Lost
C02670,41,6,24289.0,4,4,4,12,Champions
C02671,72,1,7646.0,3,1,2,6,Lost
C02672,25,11,40898.0,5,5,4,14,Champions
C02673,9,1,9325.0,5,1,2,8,Potential Loyalists
C02674,10,2,12744.0,5,2,2,9,Potential Loyalists
C02675,130,3,10615.0,2,3,2,7,At Risk
C02676,36,15,108555.0,4,5,5,14,Champions
C02677,5,2,21816.0,5,2,3,10,Potential Loyalists
C02678,48,15,57871.0,4,5,5,14,Champions
C02679,25,1,5065.0,5,1,1,7,Potential Loyalists
C02680,153,3,16224.0,2,3,3,8,At Risk
C02681,53,9,24785.0,4,5,4,13,Champions
C02682,49,4,5716.0,4,3,1,8,Loyal Customers
C02683,49,7,26055.0,4,4,4,12,Champions
C02684,146,14,96504.0,2,5,5,12,At Risk
C02685,17,7,86880.0,5,4,5,14,Champions
C02686,47,1,6727.0,4,1,2,7,Potential Loyalists
C02687,354,6,14889.0,1,4,3,8,At Risk
C02688,59,9,112822.0,3,5,5,13,Loyal Customers
C02689,233,10,32325.0,1,5,4,10,At Risk
C02690,499,3,41721.0,1,3,5,9,At Risk
C02691,174,1,2458.0,2,1,1,4,Lost
C02692,53,2,6437.0,4,2,1,7,Potential Loyalists
C02693,54,2,2688.0,4,2,1,7,Potential Loyalists
C02694,14,10,19148.0,5,5,3,13,Loyal Customers
C02695,84,11,69460.0,3,5,5,13,Loyal Customers
C02696,29,16,94999.0,4,5,5,14,Champions
C02697,43,1,429.0,4,1,1,6,Potential Loyalists
C02698,45,15,43367.0,4,5,5,14,Champions
C02699,305,6,37645.0,1,4,4,9,At Risk
C02700,65,4,27106.0,3,3,4,10,Loyal Customers
C02701,204,4,25834.0,2,3,4,9,At Risk
C02702,15,1,5927.0,5,1,1,7,Potential Loyalists
C02703,124,5,35084.0,2,4,4,10,At Risk
C02704,140,1,12495.0,2,1,2,5,Lost
C02705,108,5,40107.0,3,4,4,11,Loyal Customers
C02706,102,1,3988.0,3,1,1,5,Lost
C02707,43,2,7854.0,4,2,2,8,Potential Loyalists
C02708,98,3,24359.0,3,3,4,10,Loyal Customers
C02709,55,2,6907.0,3,2,2,7,Lost
C02710,37,15,76905.0,4,5,5,14,Champions
C02711,55,3,17351.0,3,3,3,9,Loyal Customers
C02712,54,1,2307.0,4,1,1,6,Potential Loyalists
C02713,128,3,9076.0,2,3,2,7,At Risk
C02714,151,1,1799.0,2,1,1,4,Lost
C02716,124,4,11294.0,2,3,2,7,At Risk
C02717,110,2,7236.0,3,2,2,7,Lost
C02718,80,5,17991.0,3,4,3,10,Loyal Customers
C02719,53,3,45188.0,4,3,5,12,Loyal Customers
C02720,322,4,10005.0,1,3,2,6,At Risk
C02721,371,2,8015.0,1,2,2,5,Lost
C02722,27,3,17817.0,5,3,3,11,Loyal Customers
C02723,314,2,4528.0,1,2,1,4,Lost
C02724,38,5,13943.0,4,4,3,11,Loyal Customers
C02725,36,11,39602.0,4,5,4,13,Champions
C02726,181,2,3237.0,2,2,1,5,Lost
C02728,440,1,3478.0,1,1,1,3,Lost
C02729,43,1,5398.0,4,1,1,6,Potential Loyalists
C02730,71,2,6585.0,3,2,2,7,Lost
C02731,154,1,2078.0,2,1,1,4,Lost
C02732,37,1,4309.0,4,1,1,6,Potential Loyalists
C02733,60,2,8847.0,3,2,2,7,Lost
C02734,34,9,43733.0,4,5,5,14,Champions
C02735,50,2,14706.0,4,2,3,9,Potential Loyalists
C02736,55,3,16350.0,3,3,3,9,Loyal Customers
C02737,31,4,18299.0,4,3,3,10,Loyal Customers
C02738,308,4,57564.0,1,3,5,9,At Risk
C02739,227,8,22366.0,1,5,3,9,At Risk
C02740,133,3,30941.0,2,3,4,9,At Risk
C02741,52,11,39082.0,4,5,4,13,Champions
C02742,194,1,549.0,2,1,1,4,Lost
C02743,34,3,30244.0,4,3,4,11,Loyal Customers
C02744,209,12,54705.0,2,5,5,12,At Risk
C02745,243,7,12029.0,1,4,2,7,At Risk
C02746,63,2,4267.0,3,2,1,6,Lost
C02747,27,3,5256.0,5,3,1,9,Loyal Customers
C02748,35,4,58611.0,4,3,5,12,Loyal Customers
C02749,114,1,6266.0,3,1,1,5,Lost
C02750,104,12,58991.0,3,5,5,13,Loyal Customers
C02751,58,9,20908.0,3,5,3,11,Loyal Customers
C02752,375,10,33672.0,1,5,4,10,At Risk
C02753,18,7,18581.0,5,4,3,12,Loyal Customers
C02754,325,1,819.0,1,1,1,3,Lost
C02755,79,1,3288.0,3,1,1,5,Lost
C02756,233,2,22711.0,1,2,3,6,Lost
C02757,27,2,5887.0,5,2,1,8,Potential Loyalists
C02758,148,3,16402.0,2,3,3,8,At Risk
C02759,39,3,16814.0,4,3,3,10,Loyal Customers
C02760,34,12,90917.0,4,5,5,14,Champions
C02761,57,4,30318.0,3,3,4,10,Loyal Customers
C02762,57,2,8127.0,3,2,2,7,Lost
C02763,359,3,11714.0,1,3,2,6,At Risk
C02764,29,14,89854.0,4,5,5,14,Champions
C02765,24,1,659.0,5,1,1,7,Potential Loyalists
C02766,41,12,42747.0,4,5,5,14,Champions
C02767,1,3,23551.0,5,3,4,12,Loyal Customers
C02768,50,6,66674.0,4,4,5,13,Champions
C02769,68,2,6966.0,3,2,2,7,Lost
C02770,185,2,8815.0,2,2,2,6,Lost
C02771,215,1,2648.0,1,1,1,3,Lost
C02772,3,9,22718.0,5,5,3,13,Loyal Customers
C02773,171,2,5237.0,2,2,1,5,Lost
C02775,60,1,4437.0,3,1,1,5,Lost
C02776,2,12,37600.0,5,5,4,14,Champions
C02777,52,6,50126.0,4,4,5,13,Champions
C02779,23,9,36271.0,5,5,4,14,Champions
C02780,154,9,29314.0,2,5,4,11,At Risk
C02781,205,7,13248.0,2,4,3,9,At Risk
C02782,41,14,59064.0,4,5,5,14,Champions
C02783,302,12,43468.0,1,5,5,11,At Risk
C02784,174,5,17596.0,2,4,3,9,At Risk
C02785,100,2,9856.0,3,2,2,7,Lost
C02786,20,8,70118.0,5,5,5,15,Champions
C02787,116,7,44535.0,3,4,5,12,Loyal Customers
C02788,126,3,6687.0,2,3,2,7,At Risk
C02789,48,12,42889.0,4,5,5,14,Champions
C02790,19,4,44601.0,5,3,5,13,Loyal Customers
C02791,237,3,13735.0,1,3,3,7,At Risk
C02792,12,6,21059.0,5,4,3,12,Loyal Customers
C02793,89,2,5637.0,3,2,1,6,Lost
C02794,80,14,90476.0,3,5,5,13,Loyal Customers
C02795,64,2,8066.0,3,2,2,7,Lost
C02796,55,6,21828.0,3,4,3,10,Loyal Customers
C02797,188,2,7307.0,2,2,2,6,Lost
C02798,61,6,46959.0,3,4,5,12,Loyal Customers
C02799,46,2,32537.0,4,2,4,10,Potential Loyalists
C02800,279,2,25267.0,1,2,4,7,Lost
C02801,186,1,7645.0,2,1,2,5,Lost
C02802,29,4,34784.0,4,3,4,11,Loyal Customers
C02803,264,2,21686.0,1,2,3,6,Lost
C02804,2,2,5944.0,5,2,1,8,Potential Loyalists
C02805,42,4,19692.0,4,3,3,10,Loyal Customers
C02806,89,1,2418.0,3,1,1,5,Lost
C02807,377,5,35474.0,1,4,4,9,At Risk
C02808,60,8,38964.0,3,5,4,12,Loyal Customers
C02809,235,3,13511.0,1,3,3,7,At Risk
C02810,250,7,23369.0,1,4,4,9,At Risk
C02812,273,12,78853.0,1,5,5,11,At Risk
C02813,58,14,172530.0,3,5,5,13,Loyal Customers
C02814,155,1,3578.0,2,1,1,4,Lost
C02815,8,3,30158.0,5,3,4,12,Loyal Customers
C02817,40,3,18823.0,4,3,3,10,Loyal Customers
C02818,50,3,16513.0,4,3,3,10,Loyal Customers
C02819,42,12,50993.0,4,5,5,14,Champions
C02820,17,1,4828.0,5,1,1,7,Potential Loyalists
C02821,47,1,3148.0,4,1,1,6,Potential Loyalists
C02822,181,4,10433.0,2,3,2,7,At Risk
C02823,33,14,107567.0,4,5,5,14,Champions
C02824,28,5,27928.0,4,4,4,12,Champions
C02825,40,4,55713.0,4,3,5,12,Loyal Customers
C02826,23,5,72196.0,5,4,5,14,Champions
C02827,487,4,29236.0,1,3,4,8,At Risk
C02828,15,3,19770.0,5,3,3,11,Loyal Customers
C02829,79,3,22259.0,3,3,3,9,Loyal Customers
C02830,18,1,5638.0,5,1,1,7,Potential Loyalists
C02831,49,16,44854.0,4,5,5,14,Champions
C02832,80,3,28186.0,3,3,4,10,Loyal Customers
C02833,16,4,11540.0,5,3,2,10,Loyal Customers
C02834,157,3,26437.0,2,3,4,9,At Risk
C02835,40,2,35872.0,4,2,4,10,Potential Loyalists
C02836,63,2,4647.0,3,2,1,6,Lost
C02837,40,10,42057.0,4,5,5,14,Champions
C02838,32,2,8175.0,4,2,2,8,Potential Loyalists
C02839,107,6,13973.0,3,4,3,10,Loyal Customers
C02841,36,7,23988.0,4,4,4,12,Champions
C02842,27,3,11194.0,5,3,2,10,Loyal Customers
C02843,215,4,10683.0,1,3,2,6,At Risk
C02844,243,3,13875.0,1,3,3,7,At Risk
C02845,204,4,15657.0,2,3,3,8,At Risk
C02846,94,2,27425.0,3,2,4,9,Lost
C02847,30,8,110270.0,4,5,5,14,Champions
C02848,152,1,2168.0,2,1,1,4,Lost
C02849,63,3,10135.0,3,3,2,8,Loyal Customers
C02850,54,10,52609.0,4,5,5,14,Champions
C02851,248,6,32763.0,1,4,4,9,At Risk
C02852,480,10,32103.0,1,5,4,10,At Risk
C02853,6,7,76869.0,5,4,5,14,Champions
C02854,104,3,4256.0,3,3,1,7,Loyal Customers
C02855,24,5,30954.0,5,4,4,13,Champions
C02856,150,12,87009.0,2,5,5,12,At Risk
C02857,3,2,3447.0,5,2,1,8,Potential Loyalists
C02858,59,1,5668.0,3,1,1,5,Lost
C02859,117,2,9026.0,2,2,2,6,Lost
C02860,107,2,22990.0,3,2,4,9,Lost
C02861,30,2,5606.0,4,2,1,7,Potential Loyalists
C02862,45,7,92012.0,4,4,5,13,Champions
C02863,3,3,31356.0,5,3,4,12,Loyal Customers
C02864,10,4,24809.0,5,3,4,12,Loyal Customers
C02865,60,3,7774.0,3,3,2,8,Loyal Customers
C02866,13,1,4018.0,5,1,1,7,Potential Loyalists
C02867,161,1,1408.0,2,1,1,4,Lost
C02868,134,3,11056.0,2,3,2,7,At Risk
C02869,1,4,19111.0,5,3,3,11,Loyal Customers
C02870,15,4,27934.0,5,3,4,12,Loyal Customers
C02871,154,4,26935.0,2,3,4,9,At Risk
C02873,12,16,217267.0,5,5,5,15,Champions
C02875,25,4,56468.0,5,3,5,13,Loyal Customers
C02876,18,4,19746.0,5,3,3,11,Loyal Customers
C02877,101,6,41251.0,3,4,4,11,Loyal Customers
C02878,57,1,5657.0,3,1,1,5,Lost
C02879,593,1,329.0,1,1,1,3,Lost
C02880,16,2,7207.0,5,2,2,9,Potential Loyalists
C02881,59,4,36106.0,3,3,4,10,Loyal Customers
C02882,170,3,8285.0,2,3,2,7,At Risk
C02883,62,3,13103.0,3,3,3,9,Loyal Customers
C02884,89,4,8225.0,3,3,2,8,Loyal Customers
C02885,39,4,30827.0,4,3,4,11,Loyal Customers
C02886,132,5,23352.0,2,4,4,10,At Risk
C02887,11,1,4618.0,5,1,1,7,Potential Loyalists
C02888,391,6,22120.0,1,4,3,8,At Risk
C02889,23,7,44749.0,5,4,5,14,Champions
C02890,153,4,38589.0,2,3,4,9,At Risk
C02892,220,1,4768.0,1,1,1,3,Lost
C02893,10,4,12574.0,5,3,2,10,Loyal Customers
C02894,55,8,63798.0,3,5,5,13,Loyal Customers
C02895,21,3,22618.0,5,3,3,11,Loyal Customers
C02896,165,1,3678.0,2,1,1,4,Lost
C02897,224,6,39140.0,1,4,4,9,At Risk
C02898,111,7,25966.0,3,4,4,11,Loyal Customers
C02899,80,6,19590.0,3,4,3,10,Loyal Customers
C02900,300,1,6747.0,1,1,2,4,Lost
C02901,523,9,137149.0,1,5,5,11,At Risk
C02902,1,1,11574.0,5,1,2,8,Potential Loyalists
C02903,161,4,12063.0,2,3,2,7,At Risk
C02904,117,1,12822.0,2,1,2,5,Lost
C02905,203,1,3568.0,2,1,1,4,Lost
C02906,3,4,52634.0,5,3,5,13,Loyal Customers
C02907,85,12,71514.0,3,5,5,13,Loyal Customers
C02908,32,8,39470.0,4,5,4,13,Champions
C02909,54,6,34864.0,4,4,4,12,Champions
C02910,288,7,44798.0,1,4,5,10,At Risk
C02911,52,2,12755.0,4,2,2,8,Potential Loyalists
C02912,74,1,9871.0,3,1,2,6,Lost
C02913,97,6,24109.0,3,4,4,11,Loyal Customers
C02914,36,4,34997.0,4,3,4,11,Loyal Customers
C02915,46,5,14629.0,4,4,3,11,Loyal Customers
C02916,110,1,5538.0,3,1,1,5,Lost
C02917,176,1,469.0,2,1,1,4,Lost
C02918,6,14,45386.0,5,5,5,15,Champions
C02919,24,5,9074.0,5,4,2,11,Loyal Customers
C02920,41,6,13102.0,4,4,3,11,Loyal Customers
C02922,48,6,22479.0,4,4,3,11,Loyal Customers
C02923,82,8,49695.0,3,5,5,13,Loyal Customers
C02924,125,4,12154.0,2,3,2,7,At Risk
C02926,108,13,41636.0,3,5,4,12,Loyal Customers
C02927,59,7,53532.0,3,4,5,12,Loyal Customers
C02928,171,9,43853.0,2,5,5,12,At Risk
C02929,14,12,99540.0,5,5,5,15,Champions
C02930,21,3,12061.0,5,3,2,10,Loyal Customers
C02931,37,3,19373.0,4,3,3,10,Loyal Customers
C02932,157,14,82954.0,2,5,5,12,At Risk
C02933,171,5,31997.0,2,4,4,10,At Risk
C02934,311,2,11544.0,1,2,2,5,Lost
C02935,114,4,13202.0,3,3,3,9,Loyal Customers
C02936,40,12,48335.0,4,5,5,14,Champions
C02937,145,1,5708.0,2,1,1,4,Lost
C02938,49,4,17642.0,4,3,3,10,Loyal Customers
C02939,31,11,84841.0,4,5,5,14,Champions
C02940,82,1,10776.0,3,1,2,6,Lost
C02941,29,7,27425.0,4,4,4,12,Champions
C02942,22,15,58514.0,5,5,5,15,Champions
C02943,18,2,7086.0,5,2,2,9,Potential Loyalists
C02944,21,2,1628.0,5,2,1,8,Potential Loyalists
C02945,56,3,7894.0,3,3,2,8,Loyal Customers
C02946,16,7,36079.0,5,4,4,13,Champions
C02947,234,5,25434.0,1,4,4,9,At Risk
C02948,107,3,17134.0,3,3,3,9,Loyal Customers
C02949,256,2,10556.0,1,2,2,5,Lost
C02950,165,3,7336.0,2,3,2,7,At Risk
C02951,133,9,77995.0,2,5,5,12,At Risk
C02952,182,4,26470.0,2,3,4,9,At Risk
C02953,189,5,68715.0,2,4,5,11,At Risk
C02954,2,7,19376.0,5,4,3,12,Loyal Customers
C02955,39,1,7426.0,4,1,2,7,Potential Loyalists
C02956,439,3,14342.0,1,3,3,7,At Risk
C02957,42,7,17771.0,4,4,3,11,Loyal Customers
C02958,580,1,10746.0,1,1,2,4,Lost
C02959,115,6,23987.0,3,4,4,11,Loyal Customers
C02960,16,3,14135.0,5,3,3,11,Loyal Customers
C02961,34,7,36131.0,4,4,4,12,Champions
C02962,128,3,12633.0,2,3,2,7,At Risk
C02963,186,7,19258.0,2,4,3,9,At Risk
C02964,4,2,6307.0,5,2,1,8,Potential Loyalists
C02965,190,3,6896.0,2,3,2,7,At Risk
C02966,7,12,118253.0,5,5,5,15,Champions
C02967,17,5,37522.0,5,4,4,13,Champions
C02968,5,3,9753.0,5,3,2,10,Loyal Customers
C02969,6,3,11315.0,5,3,2,10,Loyal Customers
C02970,128,9,51545.0,2,5,5,12,At Risk
C02971,93,5,28394.0,3,4,4,11,Loyal Customers
C02972,49,1,15712.0,4,1,3,8,Potential Loyalists
C02973,16,1,5948.0,5,1,1,7,Potential Loyalists
C02974,125,4,7384.0,2,3,2,7,At Risk
C02975,102,4,14250.0,3,3,3,9,Loyal Customers
C02976,194,1,2239.0,2,1,1,4,Lost
C02977,30,3,3947.0,4,3,1,8,Loyal Customers
C02978,45,8,48572.0,4,5,5,14,Champions
C02979,127,9,44891.0,2,5,5,12,At Risk
C02980,37,1,2479.0,4,1,1,6,Potential Loyalists
C02981,160,8,47264.0,2,5,5,12,At Risk
C02982,50,3,22353.0,4,3,3,10,Loyal Customers
C02983,47,1,9895.0,4,1,2,7,Potential Loyalists
C02984,27,4,29046.0,5,3,4,12,Loyal Customers
C02985,298,1,938.0,1,1,1,3,Lost
C02986,19,1,3309.0,5,1,1,7,Potential Loyalists
C02987,308,10,69854.0,1,5,5,11,At Risk
C02988,93,3,6475.0,3,3,1,7,Loyal Customers
C02989,36,7,20637.0,4,4,3,11,Loyal Customers
C02990,21,12,142890.0,5,5,5,15,Champions
C02991,324,17,126702.0,1,5,5,11,At Risk
C02992,169,3,16504.0,2,3,3,8,At Risk
C02993,229,9,22235.0,1,5,3,9,At Risk
C02994,116,3,9449.0,3,3,2,8,Loyal Customers
C02995,33,5,26541.0,4,4,4,12,Champions
C02996,50,2,12754.0,4,2,2,8,Potential Loyalists
C02997,107,15,110883.0,3,5,5,13,Loyal Customers
C02998,24,1,10695.0,5,1,2,8,Potential Loyalists
C02999,22,6,42201.0,5,4,5,14,Champions
C03000,423,1,3998.0,1,1,1,3,Lost
C03001,18,7,32115.0,5,4,4,13,Champions
C03002,5,4,19656.0,5,3,3,11,Loyal Customers
C03003,31,4,15773.0,4,3,3,10,Loyal Customers
C03004,66,7,52941.0,3,4,5,12,Loyal Customers
C03005,2,3,11015.0,5,3,2,10,Loyal Customers
C03006,264,8,15869.0,1,5,3,9,At Risk
C03007,38,1,3378.0,4,1,1,6,Potential Loyalists
C03008,499,5,16291.0,1,4,3,8,At Risk
C03009,412,6,18508.0,1,4,3,8,At Risk
C03010,54,2,12964.0,4,2,2,8,Potential Loyalists
C03011,193,4,15671.0,2,3,3,8,At Risk
C03012,32,1,7198.0,4,1,2,7,Potential Loyalists
C03013,29,1,2598.0,4,1,1,6,Potential Loyalists
C03014,165,13,44148.0,2,5,5,12,At Risk
C03015,45,2,15348.0,4,2,3,9,Potential Loyalists
C03016,29,8,33886.0,4,5,4,13,Champions
C03017,163,5,19879.0,2,4,3,9,At Risk
C03018,229,2,4628.0,1,2,1,4,Lost
C03019,317,1,1309.0,1,1,1,3,Lost
C03020,38,3,7525.0,4,3,2,9,Loyal Customers
C03021,554,2,15221.0,1,2,3,6,Lost
C03022,15,13,36061.0,5,5,4,14,Champions
C03023,31,9,73764.0,4,5,5,14,Champions
C03024,24,2,12264.0,5,2,2,9,Potential Loyalists
C03025,195,1,10626.0,2,1,2,5,Lost
C03026,7,1,14145.0,5,1,3,9,Potential Loyalists
C03027,54,5,47803.0,4,4,5,13,Champions
C03028,63,8,45181.0,3,5,5,13,Loyal Customers
C03029,207,5,15033.0,2,4,3,9,At Risk
C03030,51,7,23887.0,4,4,4,12,Champions
C03031,80,7,15837.0,3,4,3,10,Loyal Customers
C03032,478,5,59617.0,1,4,5,10,At Risk
C03033,51,3,9686.0,4,3,2,9,Loyal Customers
C03034,14,11,39415.0,5,5,4,14,Champions
C03035,6,1,339.0,5,1,1,7,Potential Loyalists
C03036,4,1,15013.0,5,1,3,9,Potential Loyalists
C03037,0,2,14075.0,5,2,3,10,Potential Loyalists
C03038,390,4,18201.0,1,3,3,7,At Risk
C03039,269,1,3548.0,1,1,1,3,Lost
C03040,291,1,1498.0,1,1,1,3,Lost
C03041,93,1,3037.0,3,1,1,5,Lost
C03042,27,3,24767.0,5,3,4,12,Loyal Customers
C03043,11,14,40868.0,5,5,4,14,Champions
C03044,90,3,18334.0,3,3,3,9,Loyal Customers
C03045,235,16,36799.0,1,5,4,10,At Risk
C03046,19,4,24673.0,5,3,4,12,Loyal Customers
C03047,18,1,2449.0,5,1,1,7,Potential Loyalists
C03048,7,6,49501.0,5,4,5,14,Champions
C03049,117,8,50484.0,2,5,5,12,At Risk
