customer_id,signup_date,gender,age,city,state,acquisition_channel,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C02501,2026-05-09,Female,32.0,Jaipur,Rajasthan,Organic Search,29.0,3.0,15420.0,4,3,3,10.0,Loyal Customers
C01466,2025-12-09,Female,24.0,Hyderabad,Telangana,Email,229.0,7.0,17409.0,1,4,3,8.0,At Risk
C02852,2024-06-02,Male,29.0,Guwahati,Assam,Email,480.0,10.0,32103.0,1,5,4,10.0,At Risk
C00116,2025-06-28,Male,36.0,Lucknow,Uttar Pradesh,Social Media,57.0,7.0,20520.0,3,4,3,10.0,Loyal Customers
C01822,2025-03-19,Female,24.0,Indore,Madhya Pradesh,Referral,88.0,15.0,40952.0,3,5,4,12.0,Loyal Customers
C01495,2024-11-19,Male,46.0,Noida,Uttar Pradesh,Social Media,489.0,1.0,6427.0,1,1,1,3.0,Lost
C02402,2025-08-05,Female,35.0,Mysuru,Karnataka,Organic Search,77.0,4.0,31985.0,3,3,4,10.0,Loyal Customers
C01233,2026-01-09,Male,23.0,Thiruvananthapuram,Kerala,Referral,53.0,6.0,16441.0,4,4,3,11.0,Loyal Customers
C02662,2025-11-19,Male,18.0,Kochi,Kerala,Social Media,62.0,4.0,8695.0,3,3,2,8.0,Loyal Customers
C02891,2026-02-03,Male,29.0,Chennai,Tamil Nadu,Organic Search,,,,,,,,No Completed Purchase
C04586,2024-05-12,Female,34.0,Bhubaneswar,Odisha,Social Media,402.0,7.0,101369.0,1,4,5,10.0,At Risk
C01154,2025-07-16,Male,28.0,Kolkata,West Bengal,Paid Ads,292.0,10.0,47843.0,1,5,5,11.0,At Risk
C03870,2026-01-24,Female,23.0,Ahmedabad,Gujarat,Paid Ads,101.0,1.0,9117.0,3,1,2,6.0,Lost
C00058,2025-02-13,Female,30.0,Nagpur,Maharashtra,Paid Ads,384.0,9.0,116452.0,1,5,5,11.0,At Risk
C03414,2024-04-09,Male,44.0,Lucknow,Uttar Pradesh,Referral,81.0,5.0,14911.0,3,4,3,10.0,Loyal Customers
C04363,2026-06-13,Female,42.0,Udaipur,Rajasthan,Organic Search,8.0,8.0,25355.0,5,5,4,14.0,Champions
C04958,2025-06-16,Unknown,33.0,Pune,Maharashtra,Paid Ads,43.0,2.0,7445.0,4,2,2,8.0,Potential Loyalists
C01736,2025-02-21,Female,37.0,Bengaluru,Karnataka,Organic Search,40.0,3.0,5696.0,4,2,1,7.0,Potential Loyalists
C02197,2024-12-22,Male,30.0,Guwahati,Assam,Paid Ads,56.0,14.0,89280.0,3,5,5,13.0,Loyal Customers
C04081,2026-03-20,Male,38.0,Mysuru,Karnataka,Paid Ads,147.0,5.0,27158.0,2,4,4,10.0,At Risk
C02476,2024-05-05,Male,20.0,Thiruvananthapuram,Kerala,Paid Ads,179.0,5.0,21568.0,2,4,3,9.0,At Risk
C02565,2024-07-20,Female,18.0,Ranchi,Jharkhand,Email,60.0,2.0,12925.0,3,2,2,7.0,Lost
C03177,2025-11-24,Female,31.0,Surat,Gujarat,Paid Ads,183.0,1.0,3517.0,2,1,1,4.0,Lost
C04056,2025-10-11,Female,39.0,Faridabad,Haryana,Social Media,11.0,1.0,5418.0,5,1,1,7.0,Potential Loyalists
C03677,2025-12-14,Male,38.0,Gurugram,Haryana,Paid Ads,32.0,15.0,48939.0,4,5,5,14.0,Champions
C00708,2026-07-24,Female,41.0,Nagpur,Maharashtra,Organic Search,87.0,8.0,59671.0,3,4,5,12.0,Loyal Customers
C04293,2026-02-16,Other,49.0,Patna,Bihar,Social Media,83.0,4.0,17743.0,3,3,3,9.0,Loyal Customers
C01094,2025-02-14,Male,43.0,Gurugram,Haryana,Referral,459.0,13.0,31841.0,1,5,4,10.0,At Risk
C04855,2026-04-03,Female,39.0,Kanpur,Uttar Pradesh,Organic Search,4.0,3.0,13014.0,5,3,3,11.0,Loyal Customers
C01377,2025-04-01,Male,43.0,Surat,Gujarat,Referral,4.0,1.0,5527.0,5,1,1,7.0,Potential Loyalists
C04926,2026-05-28,Female,40.0,Gurugram,Haryana,Referral,87.0,9.0,41344.0,3,5,4,12.0,Loyal Customers
C00073,2026-01-12,Male,27.0,Chennai,Tamil Nadu,Social Media,227.0,1.0,4578.0,1,1,1,3.0,Lost
C01923,2025-12-26,Male,56.0,Mysuru,Karnataka,Paid Ads,234.0,10.0,19343.0,1,5,3,9.0,At Risk
C03425,2024-04-22,Male,31.0,Ahmedabad,Gujarat,Paid Ads,52.0,6.0,24767.0,4,4,4,12.0,Champions
C01765,2025-10-20,Male,47.0,Delhi,Delhi,Social Media,27.0,5.0,25539.0,5,4,4,13.0,Champions
C00744,2024-04-28,Male,26.0,Kochi,Kerala,Paid Ads,555.0,5.0,34692.0,1,4,4,9.0,At Risk
C03381,2024-10-15,Female,42.0,Surat,Gujarat,Email,563.0,14.0,98095.0,1,5,5,11.0,At Risk
C01006,2024-10-09,Female,31.0,Faridabad,Haryana,Social Media,,,,,,,,No Completed Purchase
C02669,2025-05-24,Male,32.0,Visakhapatnam,Andhra Pradesh,Referral,191.0,1.0,329.0,2,1,1,4.0,Lost
C01191,2024-12-19,Female,37.0,Gurugram,Haryana,Paid Ads,20.0,6.0,87416.0,5,4,5,14.0,Champions
C03209,2024-09-07,Male,42.0,Coimbatore,Tamil Nadu,Referral,143.0,3.0,8855.0,2,3,2,7.0,At Risk
C02602,2025-09-26,Male,18.0,Delhi,Delhi,Paid Ads,,,,,,,,No Completed Purchase
C01126,2025-06-20,Female,41.0,Hyderabad,Unknown,Paid Ads,46.0,4.0,47178.0,4,3,5,12.0,Loyal Customers
C01242,2025-08-01,Male,22.0,Noida,Uttar Pradesh,Paid Ads,88.0,3.0,14055.0,3,2,3,8.0,Lost
C02868,2025-11-07,Male,28.0,Bhopal,Madhya Pradesh,Social Media,134.0,3.0,11056.0,2,3,2,7.0,At Risk
C04142,2024-11-20,Unknown,34.0,Jaipur,Rajasthan,Referral,60.0,3.0,7885.0,3,3,2,8.0,Loyal Customers
C03461,2026-05-16,Female,38.0,Kanpur,Uttar Pradesh,Paid Ads,59.0,3.0,33867.0,3,3,4,10.0,Loyal Customers
C00999,2026-03-09,Female,21.0,Chandigarh,Chandigarh,Email,7.0,7.0,25960.0,5,4,4,13.0,Champions
C03405,2025-11-09,Male,32.0,Surat,Gujarat,Organic Search,188.0,5.0,76785.0,2,4,5,11.0,At Risk
C02685,2026-06-09,Male,26.0,Kanpur,Uttar Pradesh,Organic Search,17.0,7.0,86880.0,5,4,5,14.0,Champions
C01578,2025-05-29,Female,36.0,Gurugram,Haryana,Referral,,,,,,,,No Completed Purchase
C04803,2026-01-09,Female,44.0,Chandigarh,Chandigarh,Paid Ads,196.0,1.0,5837.0,2,2,1,5.0,Lost
C01827,2026-05-22,Male,43.0,Gurugram,Haryana,Social Media,,,,,,,,No Completed Purchase
C03987,2024-05-28,Male,41.0,Jaipur,Rajasthan,Social Media,14.0,10.0,77244.0,5,5,5,15.0,Champions
C03556,2025-01-24,Male,22.0,Udaipur,Rajasthan,Paid Ads,417.0,5.0,33300.0,1,4,4,9.0,At Risk
C00441,2025-09-07,Other,35.0,Chennai,Tamil Nadu,Organic Search,58.0,6.0,17470.0,3,4,3,10.0,Loyal Customers
C04964,2026-03-18,Female,39.0,Noida,Uttar Pradesh,Paid Ads,23.0,9.0,55267.0,5,5,5,15.0,Champions
C01101,2025-06-16,Female,23.0,Bengaluru,Karnataka,Social Media,143.0,2.0,5536.0,2,2,1,5.0,Lost
C04032,2026-01-13,Male,31.0,Guwahati,Assam,Organic Search,184.0,1.0,1249.0,2,1,1,4.0,Lost
C03077,2025-04-06,Male,18.0,Thiruvananthapuram,Kerala,Referral,485.0,1.0,4998.0,1,1,1,3.0,Lost
C00650,2024-06-10,Unknown,34.0,Lucknow,Uttar Pradesh,Paid Ads,60.0,6.0,36142.0,3,4,4,11.0,Loyal Customers
C01547,2025-05-01,Unknown,44.0,Patna,Bihar,Referral,36.0,1.0,3156.0,4,1,1,6.0,Potential Loyalists
C03558,2025-05-09,Other,31.0,Pune,Maharashtra,Paid Ads,8.0,11.0,63739.0,5,5,5,15.0,Champions
C04367,2025-06-10,Male,21.0,Noida,Uttar Pradesh,Social Media,367.0,2.0,35280.0,1,2,4,7.0,Lost
C03205,2025-07-12,Female,24.0,Noida,Uttar Pradesh,Social Media,4.0,4.0,23767.0,5,3,4,12.0,Loyal Customers
C04195,2026-03-26,Female,22.0,Ranchi,Jharkhand,Paid Ads,13.0,7.0,24318.0,5,4,4,13.0,Champions
C00631,2025-12-12,Female,27.0,Ranchi,Jharkhand,Social Media,6.0,7.0,91756.0,5,4,5,14.0,Champions
C00673,2025-06-06,Male,36.0,Chandigarh,Chandigarh,Organic Search,269.0,1.0,5126.0,1,1,1,3.0,Lost
C01250,2025-04-30,Female,47.0,Thiruvananthapuram,Kerala,Organic Search,424.0,1.0,3908.0,1,1,1,3.0,Lost
C00483,2025-10-11,Male,38.0,Bhubaneswar,Odisha,Paid Ads,310.0,14.0,49979.0,1,5,5,11.0,At Risk
C01585,2024-11-22,Male,33.0,Ahmedabad,Gujarat,Social Media,136.0,3.0,6155.0,2,2,1,5.0,Lost
C00330,2026-03-20,Male,25.0,Vijayawada,Andhra Pradesh,Social Media,160.0,2.0,16363.0,2,2,3,7.0,Lost
C04640,2026-02-25,Male,23.0,Kolkata,West Bengal,Paid Ads,106.0,5.0,15612.0,3,4,3,10.0,Loyal Customers
C03363,2026-06-20,Female,32.0,Udaipur,Rajasthan,Organic Search,47.0,6.0,24255.0,4,4,4,12.0,Champions
C01463,2025-03-11,Female,24.0,Nagpur,Maharashtra,Paid Ads,528.0,11.0,78420.0,1,5,5,11.0,At Risk
C03951,2024-10-29,Male,24.0,Ahmedabad,Gujarat,Paid Ads,9.0,12.0,40390.0,5,5,4,14.0,Champions
C03750,2026-06-04,Female,37.0,Lucknow,Uttar Pradesh,Social Media,82.0,2.0,10836.0,3,2,2,7.0,Lost
C02579,2025-10-14,Female,34.0,Ranchi,Jharkhand,Paid Ads,295.0,4.0,12444.0,1,3,2,6.0,At Risk
C03823,2025-07-29,Male,27.0,Delhi,Delhi,Referral,129.0,1.0,9655.0,2,1,2,5.0,Lost
C00050,2026-07-13,Male,29.0,Kolkata,West Bengal,Organic Search,56.0,4.0,59991.0,3,3,5,11.0,Loyal Customers
C04302,2026-06-05,Female,24.0,Bengaluru,Karnataka,Social Media,93.0,6.0,16452.0,3,4,3,10.0,Loyal Customers
C03075,2025-11-04,Female,18.0,Vijayawada,Andhra Pradesh,Paid Ads,239.0,2.0,5097.0,1,2,1,4.0,Lost
C00859,2024-09-17,Male,35.0,Faridabad,Haryana,Social Media,,,,,,,,No Completed Purchase
C01073,2026-03-08,Female,42.0,Kanpur,Uttar Pradesh,Referral,51.0,5.0,26369.0,4,4,4,12.0,Champions
C00720,2025-03-26,Other,26.0,Gurugram,Haryana,Organic Search,326.0,1.0,359.0,1,1,1,3.0,Lost
C04700,2025-09-20,Male,43.0,Kolkata,West Bengal,Paid Ads,152.0,1.0,8565.0,2,2,2,6.0,Lost
C02632,2024-12-26,Female,39.0,Pune,Maharashtra,Referral,446.0,8.0,21398.0,1,5,3,9.0,At Risk
C04886,2026-03-04,Female,18.0,Vijayawada,Andhra Pradesh,Paid Ads,37.0,1.0,5636.0,4,2,1,7.0,Potential Loyalists
C01661,2025-12-14,Unknown,30.0,Thiruvananthapuram,Kerala,Referral,59.0,5.0,14581.0,3,4,3,10.0,Loyal Customers
C01657,2025-12-12,Male,49.0,Coimbatore,Tamil Nadu,Paid Ads,197.0,2.0,11005.0,2,2,2,6.0,Lost
C02426,2024-11-19,Female,39.0,Ahmedabad,Gujarat,Organic Search,145.0,7.0,25757.0,2,4,4,10.0,At Risk
C03544,2026-01-18,Male,31.0,Noida,Uttar Pradesh,Organic Search,160.0,1.0,4767.0,2,1,1,4.0,Lost
C04241,2024-03-17,Male,25.0,Ahmedabad,Gujarat,Paid Ads,78.0,4.0,17091.0,3,3,3,9.0,Loyal Customers
C04987,2025-12-19,Male,31.0,Ahmedabad,Gujarat,Email,175.0,5.0,21631.0,2,4,3,9.0,At Risk
C04718,2026-06-19,Male,18.0,Faridabad,Haryana,Social Media,56.0,1.0,7547.0,3,2,2,7.0,Lost
C04902,2025-11-20,Female,18.0,Delhi,Delhi,Paid Ads,16.0,5.0,21439.0,5,4,3,12.0,Loyal Customers
C03324,2026-05-13,Female,21.0,Bengaluru,Karnataka,Organic Search,34.0,4.0,11063.0,4,3,2,9.0,Loyal Customers
C04764,2024-12-22,Unknown,25.0,Bengaluru,Karnataka,Social Media,485.0,1.0,1247.0,1,2,1,4.0,Lost
C04138,2025-05-26,Male,35.0,Bhubaneswar,Odisha,Organic Search,256.0,1.0,13172.0,1,1,3,5.0,Lost
C02607,2026-01-27,Male,30.0,Vijayawada,Andhra Pradesh,Paid Ads,131.0,3.0,17783.0,2,3,3,8.0,At Risk
C01386,2025-12-27,Male,41.0,Surat,Gujarat,Paid Ads,205.0,4.0,45915.0,2,3,5,10.0,At Risk
C03857,2025-03-25,Female,20.0,Coimbatore,Tamil Nadu,Organic Search,212.0,3.0,17343.0,1,3,3,7.0,At Risk
C01400,2024-09-19,Female,34.0,Gurugram,Haryana,Social Media,45.0,1.0,4268.0,4,1,1,6.0,Potential Loyalists
C01196,2025-05-20,Female,23.0,Thiruvananthapuram,Kerala,Email,126.0,6.0,38150.0,2,4,4,10.0,At Risk
C01409,2024-12-28,Female,58.0,Chennai,Tamil Nadu,Referral,1.0,1.0,7626.0,5,1,2,8.0,Potential Loyalists
C03846,2025-09-15,Male,22.0,Surat,Gujarat,Organic Search,218.0,8.0,61401.0,1,5,5,11.0,At Risk
C01799,2025-12-05,Male,19.0,Gurugram,Haryana,Organic Search,247.0,11.0,32672.0,1,5,4,10.0,At Risk
C01476,2026-07-21,Female,33.0,Nagpur,Maharashtra,Organic Search,5.0,2.0,8937.0,5,2,2,9.0,Potential Loyalists
C03365,2026-03-24,Female,23.0,Bengaluru,Karnataka,Paid Ads,52.0,4.0,11674.0,4,3,2,9.0,Loyal Customers
C00036,2025-12-12,Male,25.0,Patna,Bihar,Referral,144.0,3.0,9476.0,2,2,2,6.0,Lost
C03561,2025-12-25,Male,29.0,Kolkata,West Bengal,Social Media,229.0,6.0,14942.0,1,4,3,8.0,At Risk
C02346,2026-01-30,Female,45.0,Nagpur,Maharashtra,Paid Ads,5.0,1.0,1188.0,5,1,1,7.0,Potential Loyalists
C03543,2024-06-04,Female,41.0,Visakhapatnam,Andhra Pradesh,Email,39.0,6.0,34792.0,4,4,4,12.0,Champions
C02360,2025-12-24,Male,18.0,Delhi,Delhi,Paid Ads,250.0,1.0,1799.0,1,1,1,3.0,Lost
C02207,2024-05-17,Female,43.0,Bhubaneswar,Odisha,Social Media,497.0,1.0,23700.0,1,1,4,6.0,Lost
C03789,2025-07-28,Female,40.0,Pune,Maharashtra,Organic Search,71.0,4.0,17920.0,3,3,3,9.0,Loyal Customers
C01287,2026-02-05,Female,29.0,Bhopal,Madhya Pradesh,Organic Search,104.0,8.0,46104.0,3,5,5,13.0,Loyal Customers
C00350,2025-09-21,Male,25.0,Ranchi,Jharkhand,Organic Search,9.0,3.0,11553.0,5,2,2,9.0,Potential Loyalists
C02138,2026-01-12,Male,28.0,Ranchi,Jharkhand,Social Media,17.0,3.0,37981.0,5,2,4,11.0,Potential Loyalists
C02692,2026-03-14,Male,30.0,Indore,Madhya Pradesh,Organic Search,53.0,2.0,6437.0,4,2,1,7.0,Potential Loyalists
C02998,2025-01-03,Male,18.0,Nagpur,Maharashtra,Social Media,24.0,1.0,10695.0,5,1,2,8.0,Potential Loyalists
C03144,2025-11-13,Male,31.0,Indore,Madhya Pradesh,Organic Search,208.0,3.0,8224.0,2,3,2,7.0,At Risk
C01682,2026-02-04,Male,30.0,Coimbatore,Tamil Nadu,Social Media,16.0,9.0,108624.0,5,5,5,15.0,Champions
C04359,2026-02-12,Male,51.0,Noida,Uttar Pradesh,Paid Ads,96.0,8.0,31297.0,3,5,4,12.0,Loyal Customers
C01444,2024-12-14,Male,18.0,Coimbatore,Tamil Nadu,Social Media,155.0,3.0,7006.0,2,2,2,6.0,Lost
C04677,2024-02-24,Male,22.0,Faridabad,Unknown,Paid Ads,81.0,12.0,45507.0,3,5,5,13.0,Loyal Customers
C01672,2025-01-31,Female,32.0,Kochi,Kerala,Paid Ads,25.0,4.0,15473.0,5,3,3,11.0,Loyal Customers
C03200,2025-04-20,Male,38.0,Pune,Maharashtra,Organic Search,68.0,7.0,19111.0,3,4,3,10.0,Loyal Customers
C01180,2025-09-10,Female,31.0,Bhopal,Madhya Pradesh,Organic Search,302.0,4.0,6996.0,1,3,2,6.0,At Risk
C02799,2026-05-12,Unknown,25.0,Ranchi,Jharkhand,Organic Search,46.0,2.0,32537.0,4,2,4,10.0,Potential Loyalists
C01693,2025-05-11,Male,42.0,Visakhapatnam,Andhra Pradesh,Paid Ads,56.0,3.0,2867.0,3,2,1,6.0,Lost
C03896,2024-08-19,Female,25.0,Bhopal,Madhya Pradesh,Social Media,,,,,,,,No Completed Purchase
C00373,2024-06-19,Female,31.0,Kanpur,Uttar Pradesh,Paid Ads,458.0,1.0,8786.0,1,1,2,4.0,Lost
C03632,2025-11-01,Male,21.0,Nagpur,Maharashtra,Social Media,211.0,4.0,49051.0,1,3,5,9.0,At Risk
C01917,2025-05-18,Female,32.0,Vijayawada,Andhra Pradesh,Organic Search,57.0,13.0,73349.0,3,5,5,13.0,Loyal Customers
C01358,2025-05-03,Male,46.0,Visakhapatnam,Andhra Pradesh,Paid Ads,69.0,13.0,46557.0,3,5,5,13.0,Loyal Customers
C01826,2026-03-25,Male,18.0,Patna,Bihar,Referral,115.0,1.0,13303.0,3,1,3,7.0,Lost
C00787,2025-08-30,Male,31.0,Jaipur,Rajasthan,Organic Search,48.0,3.0,7566.0,4,2,2,8.0,Potential Loyalists
C00470,2025-06-09,Female,31.0,Kochi,Kerala,Referral,286.0,8.0,21778.0,1,4,3,8.0,At Risk
C00141,2026-03-14,Male,21.0,Mysuru,Karnataka,Organic Search,138.0,3.0,7825.0,2,2,2,6.0,Lost
C00789,2025-08-08,Female,28.0,Chandigarh,Chandigarh,Social Media,34.0,6.0,21439.0,4,4,3,11.0,Loyal Customers
C00324,2025-10-11,Female,30.0,Ahmedabad,Gujarat,Social Media,1.0,1.0,6536.0,5,1,2,8.0,Potential Loyalists
C00051,2026-02-22,Female,44.0,Kolkata,West Bengal,Referral,41.0,5.0,32861.0,4,3,4,11.0,Loyal Customers
C00715,2026-07-05,Unknown,31.0,Chandigarh,Chandigarh,Paid Ads,54.0,1.0,5076.0,4,1,1,6.0,Potential Loyalists
C04501,2025-12-22,Female,21.0,Mumbai,Maharashtra,Paid Ads,229.0,3.0,12125.0,1,3,2,6.0,At Risk
C02841,2025-12-16,Male,47.0,Chandigarh,Chandigarh,Paid Ads,36.0,7.0,23988.0,4,4,4,12.0,Champions
C02447,2025-09-29,Female,25.0,Mumbai,Maharashtra,Paid Ads,27.0,4.0,26166.0,5,3,4,12.0,Loyal Customers
C04826,2025-08-31,Unknown,29.0,Udaipur,Rajasthan,Organic Search,26.0,2.0,7587.0,5,2,2,9.0,Potential Loyalists
C04432,2026-02-22,Male,36.0,Kochi,Kerala,Referral,142.0,5.0,21702.0,2,4,3,9.0,At Risk
C04609,2026-03-29,Male,35.0,Chandigarh,Chandigarh,Email,1.0,5.0,15054.0,5,4,3,12.0,Loyal Customers
C03704,2026-03-08,Female,24.0,Patna,Bihar,Paid Ads,54.0,1.0,1178.0,4,1,1,6.0,Potential Loyalists
C02667,2026-05-19,Female,19.0,Coimbatore,Tamil Nadu,Paid Ads,22.0,4.0,7044.0,5,3,2,10.0,Loyal Customers
C00407,2025-08-08,Male,30.0,Thiruvananthapuram,Kerala,Organic Search,44.0,13.0,46268.0,4,5,5,14.0,Champions
C03378,2025-01-22,Female,32.0,Bhopal,Madhya Pradesh,Paid Ads,93.0,3.0,21402.0,3,3,3,9.0,Loyal Customers
C01005,2025-03-21,Male,34.0,Bhopal,Madhya Pradesh,Social Media,52.0,8.0,21296.0,4,5,3,12.0,Loyal Customers
C03758,2025-06-13,Male,25.0,Kochi,Kerala,Organic Search,184.0,1.0,9738.0,2,1,2,5.0,Lost
C00891,2025-03-18,Male,37.0,Thiruvananthapuram,Kerala,Organic Search,455.0,1.0,4309.0,1,1,1,3.0,Lost
C02412,2024-03-07,Male,36.0,Indore,Madhya Pradesh,Organic Search,41.0,1.0,4717.0,4,1,1,6.0,Potential Loyalists
C02546,2026-03-24,Female,52.0,Delhi,Delhi,Email,27.0,4.0,18972.0,5,3,3,11.0,Loyal Customers
C03455,2025-03-08,Male,44.0,Chennai,Tamil Nadu,Paid Ads,67.0,15.0,172965.0,3,5,5,13.0,Loyal Customers
C02391,2026-01-19,Male,19.0,Ahmedabad,Gujarat,Referral,205.0,11.0,44842.0,2,5,5,12.0,At Risk
C03962,2024-07-29,Male,31.0,Indore,Madhya Pradesh,Social Media,32.0,8.0,33695.0,4,5,4,13.0,Champions
C00043,2026-02-07,Male,31.0,Patna,Bihar,Organic Search,187.0,3.0,7576.0,2,2,2,6.0,Lost
C02831,2025-09-01,Male,44.0,Surat,Gujarat,Referral,49.0,16.0,44854.0,4,5,5,14.0,Champions
C04804,2024-08-05,Female,25.0,Chandigarh,Chandigarh,Paid Ads,432.0,2.0,7707.0,1,2,2,5.0,Lost
C00304,2024-06-10,Female,42.0,Jaipur,Rajasthan,Organic Search,123.0,12.0,78549.0,2,5,5,12.0,At Risk
C04526,2025-12-06,Female,36.0,Coimbatore,Tamil Nadu,Social Media,40.0,5.0,64168.0,4,4,5,13.0,Champions
C03769,2025-10-22,Male,46.0,Kanpur,Uttar Pradesh,Social Media,204.0,3.0,12103.0,2,3,2,7.0,At Risk
C00665,2026-03-09,Female,33.0,Patna,Bihar,Paid Ads,71.0,3.0,8185.0,3,2,2,7.0,Lost
C01178,2025-04-02,Male,18.0,Kanpur,Uttar Pradesh,Organic Search,56.0,4.0,43528.0,3,3,5,11.0,Loyal Customers
C02677,2025-05-31,Female,33.0,Bengaluru,Karnataka,Email,5.0,2.0,21816.0,5,2,3,10.0,Potential Loyalists
C01948,2024-12-26,Male,29.0,Ranchi,Jharkhand,Organic Search,148.0,8.0,106330.0,2,5,5,12.0,At Risk
C02502,2026-02-26,Male,24.0,Bengaluru,Karnataka,Organic Search,181.0,4.0,17832.0,2,3,3,8.0,At Risk
C01474,2026-03-13,Male,24.0,Visakhapatnam,Andhra Pradesh,Organic Search,70.0,6.0,18290.0,3,4,3,10.0,Loyal Customers
C04149,2024-12-30,Female,25.0,Bhopal,Madhya Pradesh,Paid Ads,40.0,3.0,12505.0,4,3,2,9.0,Loyal Customers
C03540,2025-08-26,Female,28.0,Gurugram,Unknown,Organic Search,222.0,2.0,8474.0,1,2,2,5.0,Lost
C02133,2025-12-13,Male,18.0,Bengaluru,Karnataka,Paid Ads,178.0,1.0,6867.0,2,1,2,5.0,Lost
C01027,2025-10-01,Male,35.0,Gurugram,Haryana,Organic Search,115.0,10.0,59520.0,3,5,5,13.0,Loyal Customers
C00962,2024-02-03,Female,32.0,Indore,Madhya Pradesh,Organic Search,60.0,9.0,64568.0,3,5,5,13.0,Loyal Customers
C02890,2025-12-19,Male,32.0,Thiruvananthapuram,Kerala,Social Media,153.0,4.0,38589.0,2,3,4,9.0,At Risk
C03762,2024-05-08,Female,35.0,Faridabad,Haryana,Paid Ads,419.0,5.0,18477.0,1,4,3,8.0,At Risk
C02010,2025-11-15,Male,43.0,Kochi,Kerala,Organic Search,65.0,1.0,3248.0,3,1,1,5.0,Lost
C02150,2024-11-17,Male,43.0,Surat,Gujarat,Paid Ads,448.0,4.0,12863.0,1,3,2,6.0,At Risk
C04276,2025-01-10,Female,29.0,Mumbai,Maharashtra,Referral,141.0,6.0,22738.0,2,4,3,9.0,At Risk
C02339,2026-02-08,Other,36.0,Chandigarh,Chandigarh,Paid Ads,198.0,6.0,13011.0,2,4,3,9.0,At Risk
C03910,2025-07-21,Female,30.0,Bhopal,Madhya Pradesh,Organic Search,308.0,6.0,36087.0,1,4,4,9.0,At Risk
C00305,2025-10-25,Male,39.0,Mumbai,Maharashtra,Organic Search,39.0,4.0,13304.0,4,3,3,10.0,Loyal Customers
C01441,2025-08-30,Female,27.0,Jaipur,Rajasthan,Organic Search,43.0,4.0,8893.0,4,3,2,9.0,Loyal Customers
C01497,2025-11-12,Male,27.0,Delhi,Delhi,Social Media,124.0,1.0,3808.0,2,1,1,4.0,Lost
C02653,2025-04-04,Male,35.0,Kolkata,West Bengal,Paid Ads,35.0,2.0,2658.0,4,2,1,7.0,Potential Loyalists
C02876,2026-03-08,Male,25.0,Mysuru,Karnataka,Paid Ads,18.0,4.0,19746.0,5,3,3,11.0,Loyal Customers
C00917,2025-10-07,Male,37.0,Lucknow,Uttar Pradesh,Email,279.0,1.0,3867.0,1,1,1,3.0,Lost
C04194,2025-02-12,Female,18.0,Hyderabad,Telangana,Organic Search,52.0,1.0,5568.0,4,1,1,6.0,Potential Loyalists
C03743,2024-10-16,Female,32.0,Delhi,Delhi,Social Media,113.0,1.0,10446.0,3,1,2,6.0,Lost
C02773,2025-01-10,Male,33.0,Chennai,Tamil Nadu,Organic Search,171.0,2.0,5237.0,2,2,1,5.0,Lost
C01625,2026-05-27,Female,40.0,Faridabad,Haryana,Social Media,33.0,2.0,24686.0,4,2,4,10.0,Potential Loyalists
C03859,2025-06-30,Male,25.0,Patna,Bihar,Social Media,9.0,16.0,49266.0,5,5,5,15.0,Champions
C00822,2026-01-14,Male,33.0,Visakhapatnam,Andhra Pradesh,Referral,56.0,6.0,37211.0,3,4,4,11.0,Loyal Customers
C03319,2024-11-11,Female,29.0,Kochi,Kerala,Social Media,27.0,5.0,18820.0,5,4,3,12.0,Loyal Customers
C01355,2024-07-10,Male,37.0,Lucknow,Uttar Pradesh,Social Media,34.0,14.0,77903.0,4,5,5,14.0,Champions
C04510,2025-07-06,Female,25.0,Bhubaneswar,Odisha,Organic Search,56.0,17.0,110948.0,3,5,5,13.0,Loyal Customers
C00851,2024-10-16,Male,18.0,Thiruvananthapuram,Kerala,Organic Search,60.0,6.0,43028.0,3,4,5,12.0,Loyal Customers
C01001,2025-07-20,Male,22.0,Visakhapatnam,Andhra Pradesh,Paid Ads,332.0,9.0,30026.0,1,5,4,10.0,At Risk
C03436,2025-07-27,Female,18.0,Kolkata,West Bengal,Paid Ads,16.0,11.0,76715.0,5,5,5,15.0,Champions
C00019,2026-03-04,Male,26.0,Coimbatore,Tamil Nadu,Paid Ads,105.0,3.0,11184.0,3,2,2,7.0,Lost
C01638,2025-06-17,Female,29.0,Thiruvananthapuram,Kerala,Referral,44.0,1.0,1619.0,4,1,1,6.0,Potential Loyalists
C01668,2025-08-07,Male,20.0,Faridabad,Haryana,Social Media,49.0,8.0,55660.0,4,5,5,14.0,Champions
C00494,2024-03-21,Female,25.0,Kolkata,West Bengal,Referral,18.0,11.0,39630.0,5,5,4,14.0,Champions
C01348,2024-07-05,Male,32.0,Ahmedabad,Gujarat,Paid Ads,17.0,2.0,4566.0,5,2,1,8.0,Potential Loyalists
C04867,2026-04-27,Male,31.0,Kochi,Kerala,Social Media,154.0,1.0,6577.0,2,2,2,6.0,Lost
C03274,2025-04-30,Unknown,18.0,Pune,Maharashtra,Organic Search,420.0,1.0,4788.0,1,1,1,3.0,Lost
C03636,2026-05-05,Female,21.0,Bhopal,Madhya Pradesh,Organic Search,4.0,16.0,233974.0,5,5,5,15.0,Champions
