order_item_id,order_id,product_id,quantity,unit_price,quantity_outlier
OI0045821,O021393,P0010,2,1259.0,False
OI0027394,O012827,P0059,1,4089.0,False
OI0034138,O015940,P0052,1,549.0,False
OI0038434,O017894,P0099,1,3719.0,False
OI0034256,O015993,P0019,1,1249.0,False
OI0019945,O009354,P0018,1,2429.0,False
OI0021524,O010092,P0119,1,1169.0,False
OI0050566,O023604,P0080,1,1109.0,False
OI0037088,O017329,P0037,2,279.0,False
OI0008463,O003989,P0105,1,329.0,False
OI0026085,O012234,P0097,1,3189.0,False
OI0052920,O024692,P0102,1,819.0,False
OI0007925,O003737,P0082,3,2319.0,False
OI0027727,O012983,P0099,2,3719.0,False
OI0045051,O020999,P0128,2,809.0,False
OI0035218,O016442,P0126,1,959.0,False
OI0026362,O012378,P0001,1,1479.0,False
OI0016628,O007820,P0069,1,2179.0,False
OI0049198,O023020,P0003,1,329.0,False
OI0044340,O020659,P0013,1,1309.0,False
OI0039056,O018185,P0090,1,1419.0,False
OI0025796,O012083,P0058,1,1699.0,False
OI0031516,O014722,P0004,1,439.0,False
OI0007873,O003703,P0053,1,2309.0,False
OI0053681,O025032,P0087,1,2149.0,False
OI0037268,O017396,P0017,1,469.0,False
OI0010595,O004955,P0080,1,1109.0,False
OI0024269,O011412,P0013,1,1309.0,False
OI0036668,O017134,P0029,1,719.0,False
OI0025678,O012032,P0126,2,959.0,False
OI0003990,O001876,P0113,1,1119.0,False
OI0030333,O014190,P0056,1,1669.0,False
OI0000316,O000155,P0024,2,1769.0,False
OI0054835,O025578,P0001,1,1479.0,False
OI0046453,O021726,P0051,1,359.0,False
OI0029157,O013619,P0095,2,1979.0,False
OI0010888,O005086,P0108,1,2569.0,False
OI0022533,O010558,P0082,1,2319.0,False
OI0020073,O009418,P0061,1,3279.0,False
OI0050030,O023372,P0095,1,1979.0,False
OI0055275,O025780,P0021,2,579.0,False
OI0055199,O025740,P0127,1,4309.0,False
OI0026137,O012264,P0059,2,4089.0,False
OI0056318,O026224,P0041,1,3489.0,False
OI0013773,O006404,P0126,2,959.0,False
OI0037912,O017655,P0025,2,2039.0,False
OI0025943,O012159,P0054,2,2239.0,False
OI0027075,O012677,P0061,2,3279.0,False
OI0057009,O026538,P0057,2,2349.0,False
OI0005417,O002520,P0028,1,1619.0,False
OI0019293,O009035,P0029,1,719.0,False
OI0019679,O009217,P0061,1,3279.0,False
OI0038751,O018037,P0047,1,1979.0,False
OI0036118,O016875,P0017,1,469.0,False
OI0055949,O026052,P0069,1,2179.0,False
OI0014423,O006727,P0032,1,2129.0,False
OI0007496,O003537,P0078,1,2479.0,False
OI0007023,O003315,P0078,1,2479.0,False
OI0056824,O026443,P0022,1,379.0,False
OI0012222,O005678,P0025,2,2039.0,False
OI0007104,O003343,P0023,1,469.0,False
OI0052015,O024261,P0129,1,1419.0,False
OI0003497,O001652,P0118,2,1229.0,False
OI0015407,O007209,P0019,1,1249.0,False
OI0018834,O008838,P0095,2,1979.0,False
OI0014883,O006981,P0057,3,2349.0,False
OI0007509,O003546,P0101,1,3329.0,False
OI0045967,O021475,P0044,2,3739.0,False
OI0052677,O024589,P0073,1,1649.0,False
OI0018780,O008804,P0069,1,2179.0,False
OI0017192,O008096,P0093,1,879.0,False
OI0005548,O002576,P0061,1,3279.0,False
OI0008829,O004145,P0028,1,1619.0,False
OI0050620,O023631,P0098,1,1899.0,False
OI0033986,O015871,P0048,1,2009.0,False
OI0021764,O010214,P0102,3,819.0,False
OI0024157,O011353,P0061,3,3279.0,False
OI0038803,O018066,P0078,1,2479.0,False
OI0005515,O002563,P0090,1,1419.0,False
OI0028160,O013185,P0066,1,1799.0,False
OI0046974,O022003,P0067,2,279.0,False
OI0001874,O000860,P0105,3,329.0,False
OI0003638,O001706,P0050,1,339.0,False
OI0040155,O018701,P0097,1,3189.0,False
OI0047706,O022361,P0059,1,4089.0,False
OI0036365,O016979,P0115,3,3599.0,False
OI0042100,O019643,P0119,1,1169.0,False
OI0032045,O014970,P0078,1,2479.0,False
OI0043502,O020255,P0013,1,1309.0,False
OI0020010,O009391,P0053,1,2309.0,False
OI0022439,O010520,P0037,1,279.0,False
OI0035953,O016786,P0080,2,1109.0,False
OI0029348,O013710,P0051,1,359.0,False
OI0025084,O011778,P0082,3,2319.0,False
OI0045127,O021025,P0005,1,3129.0,False
OI0045861,O021411,P0019,1,1249.0,False
OI0044344,O020661,P0128,2,809.0,False
OI0005318,O002483,P0061,1,3279.0,False
OI0051577,O024083,P0017,1,469.0,False
OI0049213,O023026,P0082,2,2319.0,False
OI0036663,O017131,P0058,1,1699.0,False
OI0018921,O008881,P0097,1,3189.0,False
OI0047164,O022096,P0003,3,329.0,False
OI0023503,O011070,P0023,1,469.0,False
OI0004717,O002224,P0080,1,1109.0,False
OI0024308,O011432,P0099,1,3719.0,False
OI0023257,O010944,P0018,1,2429.0,False
OI0052227,O024361,P0029,1,719.0,False
OI0005473,O002549,P0106,1,2889.0,False
OI0014616,O006826,P0080,1,1109.0,False
OI0025754,O012062,P0033,1,929.0,False
OI0033220,O015511,P0003,1,329.0,False
OI0045933,O021456,P0078,1,2479.0,False
OI0044610,O020783,P0048,1,2009.0,False
OI0038727,O018027,P0042,1,1039.0,False
OI0007918,O003734,P0082,1,2319.0,False
OI0022872,O010730,P0005,1,3129.0,False
OI0037796,O017611,P0104,1,249.0,False
OI0022984,O010791,P0080,1,1109.0,False
OI0049166,O023005,P0114,1,2449.0,False
OI0047939,O022459,P0115,1,3599.0,False
OI0058503,O027203,P0031,1,2139.0,False
OI0027005,O012655,P0027,1,3309.0,False
OI0057298,O026667,P0070,1,2019.0,False
OI0010175,O004761,P0094,1,1249.0,False
OI0050242,O023462,P0097,1,3189.0,False
OI0044018,O020511,P0115,1,3599.0,False
OI0033645,O015690,P0074,1,3169.0,False
OI0050489,O023566,P0041,1,3489.0,False
OI0043848,O020430,P0119,1,1169.0,False
OI0000271,O000129,P0017,1,469.0,False
OI0022703,O010641,P0080,1,1109.0,False
OI0039936,O018605,P0041,3,3489.0,False
OI0017084,O008035,P0099,1,3719.0,False
OI0025699,O012040,P0094,1,1249.0,False
OI0035335,O016495,P0096,2,559.0,False
OI0045549,O021268,P0121,1,1429.0,False
OI0050847,O023718,P0081,1,1449.0,False
OI0037271,O017397,P0115,1,3599.0,False
OI0043461,O020241,P0048,1,2009.0,False
OI0029621,O013845,P0128,1,809.0,False
OI0047275,O022153,P0081,1,1449.0,False
OI0056851,O026460,P0130,1,2989.0,False
OI0027378,O012817,P0127,1,4309.0,False
OI0048856,O022860,P0082,2,2319.0,False
OI0037102,O017332,P0115,3,3599.0,False
OI0038549,O017942,P0052,1,549.0,False
OI0058072,O027013,P0005,1,3129.0,False
OI0029199,O013642,P0099,1,3719.0,False
OI0006456,O003041,P0095,1,1979.0,False
OI0013403,O006251,P0080,1,1109.0,False
OI0001924,O000880,P0017,1,469.0,False
OI0011511,O005367,P0066,1,1799.0,False
OI0024863,O011686,P0089,2,1829.0,False
OI0011777,O005477,P0073,1,1649.0,False
OI0010643,O004970,P0073,1,1649.0,False
OI0021442,O010056,P0098,3,1899.0,False
OI0039937,O018605,P0082,3,2319.0,False
OI0018320,O008582,P0031,1,2139.0,False
OI0032521,O015174,P0057,2,2349.0,False
OI0053678,O025031,P0019,1,1249.0,False
OI0044351,O020664,P0098,1,1899.0,False
OI0004110,O001932,P0066,1,1799.0,False
OI0014724,O006890,P0024,2,1769.0,False
OI0048066,O022499,P0035,1,469.0,False
OI0038807,O018067,P0097,1,3189.0,False
OI0022740,O010657,P0046,1,659.0,False
OI0043496,O020252,P0057,1,2349.0,False
OI0008214,O003879,P0070,1,2019.0,False
OI0045674,O021316,P0069,1,2179.0,False
OI0036717,O017154,P0028,2,1619.0,False
OI0041843,O019509,P0110,1,2369.0,False
OI0051402,O023990,P0105,1,329.0,False
OI0008293,O003905,P0036,3,2009.0,False
OI0037153,O017356,P0097,1,3189.0,False
OI0037525,O017499,P0034,2,309.0,False
OI0036862,O017228,P0041,1,3489.0,False
OI0049660,O023198,P0066,1,1799.0,False
OI0006437,O003029,P0099,1,3719.0,False
OI0051178,O023889,P0034,1,309.0,False
OI0053005,O024728,P0024,1,1769.0,False
OI0004122,O001939,P0019,1,1249.0,False
OI0055496,O025854,P0097,3,3189.0,False
OI0014648,O006845,P0071,1,3389.0,False
OI0050459,O023554,P0013,1,1309.0,False
OI0033974,O015866,P0031,1,2139.0,False
OI0007076,O003335,P0108,1,2569.0,False
OI0002034,O000932,P0096,1,559.0,False
OI0048381,O022636,P0127,2,4309.0,False
OI0034409,O016084,P0048,1,2009.0,False
OI0056745,O026412,P0102,3,819.0,False
OI0020273,O009515,P0044,2,3739.0,False
OI0000686,O000301,P0099,1,3719.0,False
OI0004376,O002070,P0056,2,1669.0,False
OI0052736,O024611,P0099,1,3719.0,False
OI0042782,O019952,P0028,1,1619.0,False
OI0036606,O017099,P0129,1,1419.0,False
OI0004003,O001886,P0099,2,3719.0,False
OI0035584,O016607,P0041,2,3489.0,False
OI0012362,O005751,P0054,1,2239.0,False
OI0034287,O016012,P0105,1,329.0,False
OI0048107,O022514,P0052,1,549.0,False
OI0059138,O027494,P0082,1,2319.0,False
OI0019471,O009122,P0102,2,819.0,False
OI0027683,O012961,P0113,1,1119.0,False
OI0058788,O027317,P0052,3,549.0,False
OI0011801,O005492,P0080,1,1109.0,False
OI0024729,O011616,P0028,1,1619.0,False
OI0009518,O004442,P0099,2,3719.0,False
OI0007137,O003359,P0050,1,339.0,False
OI0040572,O018910,P0094,2,1249.0,False
OI0037681,O017566,P0097,1,3189.0,False
OI0049184,O023016,P0095,3,1979.0,False
OI0006249,O002937,P0130,1,2989.0,False
OI0054292,O025300,P0019,1,1249.0,False
OI0022774,O010674,P0114,1,2449.0,False
OI0006745,O003174,P0078,2,2479.0,False
OI0007851,O003696,P0019,1,1249.0,False
OI0018760,O008792,P0032,2,2129.0,False
OI0049087,O022961,P0080,1,1109.0,False
OI0004803,O002251,P0013,1,1309.0,False
OI0003518,O001657,P0013,3,1309.0,False
OI0057835,O026883,P0110,2,2369.0,False
OI0051442,O024013,P0095,1,1979.0,False
OI0026159,O012276,P0078,2,2479.0,False
OI0037340,O017429,P0099,1,3719.0,False
OI0043943,O020471,P0082,1,2319.0,False
OI0025037,O011753,P0037,1,279.0,False
OI0010161,O004754,P0125,1,3389.0,False
OI0045178,O021054,P0023,1,469.0,False
OI0053803,O025087,P0115,2,3599.0,False
OI0002362,O001097,P0095,1,1979.0,False
OI0019865,O009311,P0119,1,1169.0,False
OI0044778,O020859,P0097,1,3189.0,False
OI0016661,O007839,P0080,1,1109.0,False
OI0003479,O001646,P0066,1,1799.0,False
OI0048961,O022896,P0097,2,3189.0,False
OI0017721,O008296,P0048,1,2009.0,False
OI0042569,O019840,P0019,2,1249.0,False
OI0015504,O007256,P0071,1,3389.0,False
OI0028632,O013393,P0080,3,1109.0,False
OI0001154,O000509,P0017,2,469.0,False
OI0005660,O002630,P0019,1,1249.0,False
OI0028896,O013511,P0110,1,2369.0,False
OI0051769,O024158,P0046,1,659.0,False
OI0002202,O001011,P0037,2,279.0,False
OI0028516,O013347,P0024,2,1769.0,False
OI0025081,O011776,P0026,1,4869.0,False
OI0049815,O023257,P0076,2,3209.0,False
OI0042621,O019870,P0031,1,2139.0,False
OI0010315,O004820,P0114,1,2449.0,False
OI0029848,O013956,P0020,3,2479.0,False
OI0021367,O010018,P0078,2,2479.0,False
OI0039574,O018426,P0019,1,1249.0,False
OI0012347,O005744,P0075,2,429.0,False
OI0015940,O007484,P0127,1,4309.0,False
OI0049512,O023142,P0003,1,329.0,False
OI0054399,O025351,P0130,2,2989.0,False
OI0018040,O008451,P0019,1,1249.0,False
OI0033793,O015769,P0104,1,249.0,False
OI0000270,O000128,P0110,3,2369.0,False
OI0058719,O027288,P0013,1,1309.0,False
OI0033018,O015406,P0017,1,469.0,False
OI0043283,O020164,P0059,1,4089.0,False
OI0025348,O011889,P0057,1,2349.0,False
OI0041771,O019479,P0061,1,3279.0,False
OI0000178,O000094,P0064,1,2919.0,False
OI0003889,O001811,P0046,1,659.0,False
OI0032791,O015311,P0115,2,3599.0,False
OI0034735,O016223,P0127,1,4309.0,False
OI0051706,O024137,P0101,1,3329.0,False
OI0000073,O000038,P0105,2,329.0,False
OI0041806,O019494,P0023,1,469.0,False
OI0047655,O022341,P0070,3,2019.0,False
OI0044096,O020556,P0127,2,4309.0,False
OI0055151,O025719,P0038,3,1099.0,False
OI0037337,O017427,P0019,1,1249.0,False
OI0048051,O022493,P0117,1,919.0,False
OI0053828,O025097,P0115,1,3599.0,False
OI0029365,O013721,P0049,2,1459.0,False
OI0021926,O010283,P0048,1,2009.0,False
OI0004843,O002271,P0119,1,1169.0,False
OI0057980,O026961,P0066,1,1799.0,False
OI0057471,O026731,P0073,3,1649.0,False
OI0020418,O009582,P0072,1,2649.0,False
OI0008290,O003905,P0102,3,819.0,False
OI0014073,O006553,P0115,2,3599.0,False
OI0005136,O002388,P0097,1,3189.0,False
OI0007769,O003665,P0099,1,3719.0,False
OI0045050,O020999,P0105,1,329.0,False
OI0031073,O014528,P0082,1,2319.0,False
OI0041173,O019230,P0054,1,2239.0,False
OI0027832,O013043,P0046,1,659.0,False
OI0016956,O007976,P0023,1,469.0,False
OI0019613,O009182,P0061,2,3279.0,False
OI0025892,O012133,P0048,1,2009.0,False
OI0031083,O014534,P0069,2,2179.0,False
OI0031943,O014932,P0094,3,1249.0,False
OI0056422,O026275,P0106,1,2889.0,False
OI0000913,O000411,P0082,1,2319.0,False
OI0045199,O021062,P0041,1,3489.0,False
OI0036646,O017120,P0070,1,2019.0,False
OI0010062,O004688,P0001,1,1479.0,False
OI0037028,O017310,P0089,1,1829.0,False
OI0020818,O009767,P0019,1,1249.0,False
OI0023774,O011205,P0091,2,1059.0,False
OI0029184,O013632,P0032,1,2129.0,False
OI0021797,O010227,P0029,1,719.0,False
OI0019583,O009170,P0051,3,359.0,False
OI0020689,O009714,P0060,1,2269.0,False
OI0033625,O015679,P0028,1,1619.0,False
OI0037578,O017524,P0071,3,3389.0,False
OI0028884,O013509,P0041,1,3489.0,False
OI0043034,O020039,P0048,2,2009.0,False
OI0030968,O014475,P0096,2,559.0,False
OI0038485,O017914,P0031,1,2139.0,False
OI0025240,O011849,P0035,2,469.0,False
OI0013600,O006323,P0051,2,359.0,False
OI0045728,O021345,P0048,1,2009.0,False
OI0015337,O007181,P0093,1,879.0,False
OI0006877,O003240,P0042,1,1039.0,False
OI0048645,O022748,P0078,1,2479.0,False
OI0012586,O005859,P0081,1,1449.0,False
OI0058338,O027113,P0120,1,2359.0,False
OI0042374,O019762,P0078,1,2479.0,False
OI0000623,O000273,P0097,2,3189.0,False
OI0032071,O014983,P0009,1,1739.0,False
OI0058516,O027208,P0110,1,2369.0,False
OI0035875,O016748,P0040,1,1099.0,False
OI0025573,O011996,P0017,1,469.0,False
OI0059185,O027518,P0078,1,2479.0,False
OI0028857,O013497,P0028,1,1619.0,False
OI0058196,O027057,P0018,3,2429.0,False
OI0008879,O004164,P0048,1,2009.0,False
OI0002288,O001055,P0036,2,2009.0,False
OI0056385,O026255,P0097,2,3189.0,False
OI0045112,O021016,P0115,2,3599.0,False
OI0023669,O011160,P0025,1,2039.0,False
OI0030962,O014472,P0052,3,549.0,False
OI0036630,O017108,P0041,1,3489.0,False
OI0023281,O010954,P0005,1,3129.0,False
OI0018471,O008661,P0099,1,3719.0,False
OI0009704,O004524,P0080,1,1109.0,False
OI0033012,O015403,P0019,1,1249.0,False
OI0016176,O007602,P0095,1,1979.0,False
OI0008515,O004017,P0129,1,1419.0,False
OI0012585,O005858,P0115,1,3599.0,False
OI0059117,O027482,P0031,1,2139.0,False
OI0014008,O006525,P0095,3,1979.0,False
OI0025988,O012180,P0057,1,2349.0,False
OI0036214,O016911,P0080,2,1109.0,False
OI0054727,O025525,P0003,1,329.0,False
OI0047546,O022292,P0115,2,3599.0,False
OI0036760,O017177,P0042,1,1039.0,False
OI0000224,O000114,P0099,2,3719.0,False
OI0022563,O010580,P0019,1,1249.0,False
OI0018994,O008902,P0057,1,2349.0,False
OI0027932,O013074,P0032,2,2129.0,False
OI0052533,O024520,P0066,1,1799.0,False
OI0045641,O021296,P0050,1,339.0,False
OI0022671,O010632,P0012,2,1679.0,False
OI0026780,O012553,P0029,1,719.0,False
OI0056617,O026359,P0078,1,2479.0,False
OI0034084,O015907,P0060,1,2269.0,False
OI0045091,O021010,P0121,1,1429.0,False
OI0007554,O003569,P0099,1,3719.0,False
OI0002209,O001016,P0089,1,1829.0,False
OI0040706,O018998,P0119,1,1169.0,False
OI0057725,O026827,P0078,1,2479.0,False
OI0026264,O012325,P0082,2,2319.0,False
OI0050697,O023660,P0065,2,339.0,False
OI0010426,O004876,P0080,2,1109.0,False
OI0038301,O017832,P0029,1,719.0,False
OI0046866,O021944,P0047,2,1979.0,False
OI0018524,O008683,P0051,2,359.0,False
OI0018218,O008533,P0046,1,659.0,False
OI0012375,O005756,P0016,1,2519.0,False
OI0056008,O026092,P0041,1,3489.0,False
OI0035851,O016733,P0076,1,3209.0,False
OI0014790,O006924,P0014,1,1249.0,False
OI0010991,O005130,P0047,1,1979.0,False
OI0040685,O018986,P0064,2,2919.0,False
OI0024714,O011610,P0028,1,1619.0,False
OI0051686,O024130,P0115,1,3599.0,False
OI0027147,O012707,P0108,1,2569.0,False
OI0001234,O000540,P0078,1,2479.0,False
OI0032413,O015125,P0082,1,2319.0,False
OI0015320,O007172,P0041,1,3489.0,False
OI0031376,O014661,P0016,1,2519.0,False
OI0022710,O010644,P0058,1,1699.0,False
OI0006993,O003300,P0061,1,3279.0,False
OI0034348,O016044,P0038,1,1099.0,False
OI0018773,O008799,P0027,1,3309.0,False
OI0008533,O004030,P0041,1,3489.0,False
OI0005557,O002583,P0119,1,1169.0,False
OI0035278,O016464,P0115,1,3599.0,False
OI0043917,O020458,P0120,1,2359.0,False
OI0004439,O002101,P0095,2,1979.0,False
OI0041583,O019398,P0115,1,3599.0,False
OI0058488,O027194,P0051,1,359.0,False
OI0038837,O018080,P0028,1,1619.0,False
OI0020087,O009428,P0017,1,469.0,False
OI0034107,O015921,P0048,1,2009.0,False
OI0033812,O015779,P0046,1,659.0,False
OI0003753,O001743,P0125,1,3389.0,False
OI0022452,O010529,P0037,1,279.0,False
OI0008095,O003824,P0101,1,3329.0,False
OI0023039,O010819,P0054,1,2239.0,False
OI0036393,O016996,P0059,1,4089.0,False
OI0052267,O024378,P0047,1,1979.0,False
OI0041684,O019441,P0078,1,2479.0,False
OI0002191,O001008,P0080,2,1109.0,False
OI0043673,O020338,P0076,1,3209.0,False
OI0030040,O014039,P0058,1,1699.0,False
OI0043274,O020157,P0003,1,329.0,False
OI0034043,O015894,P0124,1,1249.0,False
OI0037990,O017699,P0099,1,3719.0,False
OI0036613,O017103,P0073,1,1649.0,False
OI0054879,O025598,P0018,1,2429.0,False
OI0008929,O004182,P0099,1,3719.0,False
OI0024186,O011365,P0125,1,3389.0,False
OI0029243,O013664,P0082,2,2319.0,False
OI0015742,O007370,P0005,2,3129.0,False
OI0048860,O022862,P0059,1,4089.0,False
OI0031327,O014638,P0125,1,3389.0,False
OI0042137,O019655,P0115,1,3599.0,False
OI0041827,O019502,P0108,2,2569.0,False
OI0056837,O026451,P0096,1,559.0,False
OI0054159,O025248,P0028,3,1619.0,False
OI0028281,O013248,P0018,1,2429.0,False
OI0019947,O009355,P0105,2,329.0,False
OI0018789,O008808,P0066,1,1799.0,False
OI0005717,O002647,P0079,3,2439.0,False
OI0054827,O025575,P0003,3,329.0,False
OI0049381,O023097,P0052,1,549.0,False
OI0024565,O011541,P0099,1,3719.0,False
OI0006579,O003094,P0023,2,469.0,False
OI0009384,O004392,P0082,2,2319.0,False
OI0040415,O018820,P0019,1,1249.0,False
OI0040407,O018814,P0042,1,1039.0,False
OI0034322,O016029,P0073,1,1649.0,False
OI0059038,O027444,P0089,3,1829.0,False
OI0029491,O013791,P0054,2,2239.0,False
OI0049188,O023017,P0114,1,2449.0,False
OI0017679,O008284,P0099,1,3719.0,False
OI0012899,O006018,P0041,1,3489.0,False
OI0050665,O023651,P0037,3,279.0,False
OI0048238,O022572,P0128,1,809.0,False
OI0052083,O024299,P0001,2,1479.0,False
OI0038923,O018123,P0099,3,3719.0,False
OI0045493,O021238,P0114,2,2449.0,False
OI0053896,O025131,P0079,1,2439.0,False
OI0008853,O004155,P0115,1,3599.0,False
OI0039708,O018480,P0031,1,2139.0,False
OI0058007,O026977,P0041,2,3489.0,False
OI0027584,O012917,P0059,2,4089.0,False
OI0019269,O009024,P0106,1,2889.0,False
OI0056764,O026421,P0113,1,1119.0,False
OI0000879,O000390,P0126,2,959.0,False
OI0032668,O015238,P0010,2,1259.0,False
OI0045770,O021365,P0054,1,2239.0,False
OI0043585,O020300,P0028,1,1619.0,False
OI0026320,O012354,P0015,1,3089.0,False
OI0003764,O001745,P0102,3,819.0,False
OI0054409,O025359,P0058,1,1699.0,False
OI0007768,O003664,P0055,1,429.0,False
OI0040778,O019036,P0099,1,3719.0,False
OI0054092,O025215,P0099,1,3719.0,False
OI0050808,O023708,P0054,2,2239.0,False
OI0017115,O008058,P0082,1,2319.0,False
OI0048716,O022788,P0048,2,2009.0,False
OI0024910,O011709,P0016,2,2519.0,False
OI0043568,O020294,P0001,2,1479.0,False
OI0048020,O022482,P0019,2,1249.0,False
OI0033337,O015558,P0097,1,3189.0,False
OI0010232,O004779,P0128,1,809.0,False
OI0042092,O019639,P0080,1,1109.0,False
OI0000360,O000173,P0032,1,2129.0,False
OI0008137,O003842,P0082,1,2319.0,False
OI0042595,O019854,P0095,1,1979.0,False
OI0003133,O001468,P0048,1,2009.0,False
OI0046205,O021600,P0046,1,659.0,False
OI0047649,O022339,P0016,1,2519.0,False
OI0010380,O004854,P0088,1,2659.0,False
OI0015948,O007489,P0045,1,2259.0,False
OI0011770,O005475,P0009,3,1739.0,False
OI0048317,O022614,P0037,1,279.0,False
OI0011456,O005338,P0037,1,279.0,False
OI0044049,O020526,P0066,1,1799.0,False
OI0056910,O026494,P0074,2,3169.0,False
OI0043670,O020337,P0070,2,2019.0,False
OI0041380,O019322,P0048,1,2009.0,False
OI0020753,O009743,P0115,3,3599.0,False
OI0045008,O020972,P0080,1,1109.0,False
OI0042790,O019954,P0101,3,3329.0,False
OI0021445,O010057,P0042,1,1039.0,False
OI0033665,O015699,P0080,1,1109.0,False
OI0014653,O006847,P0080,1,1109.0,False
OI0000167,O000090,P0048,2,2009.0,False
OI0024577,O011549,P0053,1,2309.0,False
OI0051195,O023900,P0097,1,3189.0,False
OI0018777,O008802,P0042,1,1039.0,False
OI0012237,O005685,P0023,1,469.0,False
OI0001329,O000590,P0059,2,4089.0,False
OI0033644,O015690,P0069,1,2179.0,False
OI0029072,O013580,P0041,2,3489.0,False
OI0043381,O020203,P0115,1,3599.0,False
OI0010772,O005026,P0078,1,2479.0,False
OI0052903,O024685,P0082,1,2319.0,False
OI0049934,O023319,P0003,1,329.0,False
OI0033138,O015476,P0095,1,1979.0,False
OI0019190,O008989,P0097,3,3189.0,False
OI0031245,O014597,P0094,1,1249.0,False
OI0006952,O003283,P0093,2,879.0,False
OI0042347,O019747,P0066,1,1799.0,False
OI0035785,O016703,P0110,2,2369.0,False
OI0002797,O001299,P0048,1,2009.0,False
OI0043134,O020094,P0070,2,2019.0,False
OI0016537,O007784,P0099,1,3719.0,False
OI0013550,O006298,P0066,2,1799.0,False
OI0018767,O008797,P0080,2,1109.0,False
OI0021458,O010060,P0042,1,1039.0,False
OI0007197,O003385,P0114,3,2449.0,False
OI0033846,O015801,P0042,1,1039.0,False
OI0011682,O005440,P0019,1,1249.0,False
OI0005707,O002643,P0010,1,1259.0,False
OI0023542,O011090,P0010,2,1259.0,False
OI0054545,O025426,P0099,1,3719.0,False
OI0030542,O014274,P0078,1,2479.0,False
OI0038860,O018088,P0069,2,2179.0,False
OI0001357,O000605,P0066,1,1799.0,False
OI0049996,O023353,P0105,1,329.0,False
OI0047626,O022327,P0058,3,1699.0,False
OI0051451,O024016,P0054,1,2239.0,False
OI0020112,O009441,P0019,2,1249.0,False
OI0020730,O009730,P0045,1,2259.0,False
OI0000412,O000196,P0013,2,1309.0,False
OI0022320,O010463,P0012,1,1679.0,False
OI0052914,O024689,P0066,1,1799.0,False
OI0016388,O007707,P0127,1,4309.0,False
OI0005100,O002377,P0092,3,2339.0,False
OI0048301,O022609,P0021,1,579.0,False
OI0041210,O019246,P0061,1,3279.0,False
OI0000287,O000141,P0102,1,819.0,False
OI0051198,O023901,P0115,1,3599.0,False
OI0028560,O013366,P0034,1,309.0,False
OI0013822,O006428,P0003,1,329.0,False
OI0004162,O001959,P0110,2,2369.0,False
OI0024182,O011363,P0032,1,2129.0,False
OI0021451,O010058,P0130,2,2989.0,False
OI0040835,O019067,P0058,1,1699.0,False
OI0023583,O011114,P0115,2,3599.0,False
OI0038640,O017987,P0110,1,2369.0,False
OI0020559,O009641,P0066,1,1799.0,False
OI0042327,O019741,P0097,1,3189.0,False
OI0036540,O017059,P0040,1,1099.0,False
OI0032803,O015314,P0030,1,169.0,False
OI0022333,O010468,P0046,1,659.0,False
OI0051717,O024141,P0028,1,1619.0,False
OI0052563,O024536,P0052,1,549.0,False
OI0030577,O014295,P0091,2,1059.0,False
OI0046562,O021784,P0092,1,2339.0,False
OI0052982,O024718,P0078,1,2479.0,False
OI0026993,O012649,P0003,3,329.0,False
OI0049504,O023136,P0126,1,959.0,False
OI0002335,O001081,P0095,2,1979.0,False
OI0025815,O012092,P0082,1,2319.0,False
OI0020333,O009539,P0041,1,3489.0,False
OI0045847,O021406,P0059,1,4089.0,False
OI0043268,O020152,P0048,1,2009.0,False
OI0056324,O026227,P0069,2,2179.0,False
OI0019913,O009336,P0094,1,1249.0,False
OI0027684,O012962,P0066,2,1799.0,False
OI0030911,O014444,P0114,1,2449.0,False
OI0039922,O018599,P0079,1,2439.0,False
OI0050604,O023625,P0079,3,2439.0,False
OI0026753,O012540,P0069,1,2179.0,False
OI0045153,O021041,P0095,1,1979.0,False
OI0005060,O002365,P0102,2,819.0,False
OI0018929,O008885,P0050,2,339.0,False
OI0020870,O009793,P0066,1,1799.0,False
OI0037201,O017369,P0065,2,339.0,False
OI0042205,O019680,P0125,1,3389.0,False
OI0057370,O026691,P0051,1,359.0,False
OI0020504,O009618,P0042,3,1039.0,False
OI0054166,O025250,P0041,1,3489.0,False
OI0004259,O002006,P0119,3,1169.0,False
OI0028069,O013140,P0010,1,1259.0,False
OI0029423,O013751,P0064,1,2919.0,False
OI0025453,O011928,P0097,1,3189.0,False
OI0056338,O026233,P0029,1,719.0,False
OI0044103,O020562,P0017,2,469.0,False
OI0041826,O019502,P0010,2,1259.0,False
OI0018561,O008698,P0119,2,1169.0,False
OI0005845,O002723,P0089,1,1829.0,False
OI0023733,O011181,P0068,1,3319.0,False
OI0006301,O002962,P0051,1,359.0,False
OI0045730,O021347,P0054,1,2239.0,False
OI0038308,O017835,P0079,1,2439.0,False
OI0008097,O003825,P0059,3,4089.0,False
OI0006346,O002976,P0125,1,3389.0,False
OI0043313,O020181,P0094,1,1249.0,False
OI0044550,O020766,P0076,2,3209.0,False
OI0012510,O005818,P0078,1,2479.0,False
OI0010183,O004766,P0099,1,3719.0,False
OI0026364,O012379,P0068,1,3319.0,False
OI0031721,O014824,P0003,1,329.0,False
OI0053230,O024823,P0063,1,1079.0,False
OI0004585,O002172,P0097,1,3189.0,False
OI0005197,O002414,P0130,1,2989.0,False
OI0050695,O023659,P0127,3,4309.0,False
OI0036482,O017041,P0078,2,2479.0,False
